Time,DsOsieczow21-DBahA(PM10)-24g,DsWrocWybCon-DBahA(PM10)-24g,KpCiechTezni-DBahA(PM10)-24g,KpZielBoryTu-DBahA(PM10)-24g,LbLubSliwins-DBahA(PM10)-24g,LdLodzLegion-DBahA(PM10)-24g,LuZielKrotka-DBahA(PM10)-24g,MpKrakBujaka-DBahA(PM10)-24g,MzWarAKrzywo-DBahA(PM10)-24g,OpOpoleOsAKr-DBahA(PM10)-24g,PdBialWaszyn-DBahA(PM10)-24g,PdSuwPulaski-DBahA(PM10)-24g,PkJasloSikor-DBahA(PM10)-24g,PmGdaLecz08m-DBahA(PM10)-24g,PmKosTargo12-DBahA(PM10)-24g,PmWejhPlWejh-DBahA(PM10)-24g,SkKielJagiel-DBahA(PM10)-24g,SlKatoKossut-DBahA(PM10)-24g,WmOlsPuszkin-DBahA(PM10)-24g,WmPuszczaBor-DBahA(PM10)-24g,WpPilaKusoci-DBahA(PM10)-24g,ZpSzczAndr01-DBahA(PM10)-24g,PdSuwPulaskp-DBahA(PM10)-24g,SkKielTargow-DBahA(PM10)-24g,PkRzeszRejta-DBahA(PM10)-24g,KpNaklWawrzy-DBahA(PM10)-24g,PmGdaLeczk81-DBahA(PM10)-24g,ZpSzczAndrze-DBahA(PM10)-24g,PmGdaLeczkow-DBahA(PM10)-24g,PdBialPPiech-DBahA(PM10)-24g,WpPoznSzyman-DBahA(PM10)-24g
2017-01-01T00:00:00,1.229,2.498,3.452347,0.058236,0.85,1.085,0.8,,0.05184,0.0105,,,0.438,,3.5,2.2,8.58,,,0.15,,13.63,,,,,,,,,
2017-01-02T00:00:00,0.381,0.529,2.933745,0.155869,0.76,1.624,0.99,2.53,0.18662,3.11,1.144911,1.369659,0.1,0.82,5.9,1.4,,2.24,,,0.202,,,,,,,,,,
2017-01-03T00:00:00,0.381,0.529,2.933745,0.155869,0.76,1.624,0.99,2.53,0.18662,3.11,1.144911,1.369659,0.1,0.82,5.9,1.4,1.72,2.24,,0.19,0.202,,,,,,,,,,
2017-01-04T00:00:00,0.381,0.529,2.933745,0.155869,0.76,1.624,0.99,2.53,0.18662,3.11,1.144911,1.369659,0.1,0.82,5.9,1.4,,2.24,0.67,0.19,0.202,,,,,,,,,,
2017-01-05T00:00:00,0.381,0.529,2.933745,0.155869,0.76,1.624,0.99,2.53,0.18662,3.11,1.144911,1.369659,0.1,0.82,5.9,1.4,1.4,2.24,0.67,0.19,0.202,,,,,,,,,,
2017-01-06T00:00:00,0.381,0.529,2.933745,0.155869,0.76,1.624,0.99,2.53,0.18662,3.11,1.144911,1.369659,0.1,0.82,5.9,1.4,,2.24,0.67,0.19,1.36,,,,,,,,,,
2017-01-07T00:00:00,0.381,0.529,2.933745,0.155869,0.76,1.624,0.99,2.53,0.18662,3.11,1.144911,1.369659,,0.82,5.9,1.4,21.22,2.24,0.67,0.19,1.36,,,,,,,,,,
2017-01-08T00:00:00,0.381,0.529,2.933745,0.155869,0.76,1.624,0.99,2.53,0.18662,3.11,1.144911,1.369659,,0.82,5.9,1.4,,2.24,0.67,0.19,1.36,,,,,,,,,,
2017-01-09T00:00:00,0.722,1.664,3.234206,0.399082,1.01,2.584,1.25,,0.26956,4.665,0.73553,2.127798,0.52,0.1,2.5,3.1,26.15,7.49,0.68,0.3,1.36,14.37,,,,,,,,,
2017-01-10T00:00:00,0.722,1.664,3.234206,0.399082,1.01,2.584,1.25,,0.26956,4.665,0.73553,2.127798,0.52,0.1,2.5,3.1,,7.49,0.68,0.3,1.53,14.37,,,,,,,,,
2017-01-11T00:00:00,0.722,1.664,3.234206,0.399082,1.01,2.584,1.25,,0.26956,4.665,0.73553,2.127798,,0.1,2.5,3.1,12.02,7.49,0.68,,1.53,14.37,,,,,,,,,
2017-01-12T00:00:00,0.722,1.664,3.234206,0.399082,1.01,2.584,1.25,,0.26956,4.665,0.73553,2.127798,0.52,0.1,2.5,3.1,,7.49,0.68,0.3,1.53,14.37,,,,,,,,,
2017-01-13T00:00:00,0.722,1.664,3.234206,0.399082,1.01,2.584,1.25,,0.26956,4.665,0.73553,2.127798,0.52,0.1,2.5,3.1,2.61,7.49,0.68,0.3,1.53,14.37,,,,,,,,,
2017-01-14T00:00:00,0.722,1.664,3.234206,0.399082,1.01,2.584,1.25,,0.26956,4.665,0.73553,2.127798,0.52,0.1,2.5,3.1,,7.49,0.68,0.3,1.0,14.37,,,,,,,,,
2017-01-15T00:00:00,0.722,1.664,3.234206,0.399082,1.01,2.584,1.25,,0.26956,4.665,0.73553,2.127798,0.52,0.1,2.5,3.1,3.64,7.49,0.68,0.3,1.0,14.37,,,,,,,,,
2017-01-16T00:00:00,1.484,0.998,1.674546,0.231968,0.68,1.673,1.23,,0.21254,2.799,0.756249,1.162103,0.68,0.31,6.5,2.7,,6.25,0.41,0.18,1.0,,,,,,,,,,
2017-01-17T00:00:00,1.484,0.998,1.674546,0.231968,0.68,1.673,1.23,,0.21254,2.799,0.756249,1.162103,0.68,0.31,6.5,2.7,8.53,6.25,0.41,0.18,1.0,,,,,,,,,,
2017-01-18T00:00:00,1.484,0.998,1.674546,0.231968,0.68,1.673,1.23,,0.21254,2.799,0.756249,1.162103,0.68,0.31,6.5,2.7,,6.25,0.41,0.18,0.366,,,,,,,,,,
2017-01-19T00:00:00,1.484,0.998,1.674546,0.231968,0.68,1.673,1.23,,0.21254,2.799,0.756249,1.162103,0.68,0.31,6.5,2.7,2.01,6.25,0.41,0.18,0.366,,,,,,,,,,
2017-01-20T00:00:00,1.484,0.998,1.674546,0.231968,0.68,1.673,1.23,,0.21254,2.799,0.756249,1.162103,0.68,0.31,6.5,2.7,,6.25,0.41,0.18,0.366,,,,,,,,,,
2017-01-21T00:00:00,1.484,0.998,1.674546,0.231968,0.68,1.673,1.23,,0.21254,2.799,0.756249,1.162103,0.68,0.31,6.5,2.7,1.75,6.25,0.41,0.18,0.366,,,,,,,,,,
2017-01-22T00:00:00,1.484,0.998,1.674546,0.231968,0.68,1.673,1.23,,0.21254,2.799,0.756249,1.162103,0.68,0.31,6.5,2.7,,6.25,0.41,0.18,0.666,,,,,,,,,,
2017-01-23T00:00:00,1.684,1.252,5.381247,0.475422,0.48,2.354,1.48,4.48,0.36292,2.177,0.475816,0.570673,0.1,0.12,4.7,3.7,8.48,6.09,0.43,0.19,0.666,48.52,,,,,,,,,
2017-01-24T00:00:00,1.684,1.252,5.381247,0.475422,0.48,2.354,1.48,4.48,0.36292,2.177,0.475816,0.570673,0.1,0.12,4.7,3.7,,6.09,0.43,0.19,0.666,48.52,,,,,,,,,
2017-01-25T00:00:00,1.684,1.252,5.381247,0.475422,0.48,2.354,1.48,4.48,0.36292,2.177,0.475816,0.570673,0.1,0.12,4.7,3.7,3.7,6.09,0.43,0.19,0.666,48.52,,,,,,,,,
2017-01-26T00:00:00,1.684,1.252,5.381247,0.475422,0.48,2.354,1.48,4.48,0.36292,2.177,0.475816,0.570673,0.1,0.12,4.7,3.7,,6.09,0.43,0.19,6.93,48.52,,,,,,,,,
2017-01-27T00:00:00,1.684,1.252,5.381247,0.475422,0.48,2.354,1.48,4.48,0.36292,2.177,0.475816,0.570673,,0.12,4.7,3.7,16.93,6.09,0.43,0.19,6.93,48.52,,,,,,,,,
2017-01-28T00:00:00,1.684,1.252,5.381247,0.475422,0.48,2.354,1.48,4.48,0.36292,2.177,0.475816,0.570673,0.1,0.12,4.7,3.7,,6.09,0.43,0.19,6.93,48.52,,,,,,,,,
2017-01-29T00:00:00,1.684,1.252,5.381247,0.475422,0.48,2.354,1.48,4.48,0.36292,2.177,0.475816,0.570673,0.1,0.12,4.7,3.7,5.93,6.09,0.43,0.19,6.93,48.52,,,,,,,,,
2017-01-30T00:00:00,1.458,1.81,3.126009,0.302162,0.79,2.431,1.13,4.39,0.1348,1.866,0.349954,0.627767,0.1,0.88,3.1,3.7,,7.29,0.34,0.14,,,,,,,,,,,
2017-01-31T00:00:00,1.458,1.81,3.126009,0.302162,0.79,2.431,1.13,4.39,0.1348,1.866,0.349954,0.627767,0.1,0.88,3.1,3.7,4.86,7.29,0.34,0.14,,,,,,,,,,,
2017-02-01T00:00:00,1.458,1.81,3.126009,0.302162,0.79,2.431,1.13,4.39,0.1348,1.9,0.349954,0.627767,0.1,0.88,3.1,3.7,,7.29,0.34,0.14,,,,,,,,,,,
2017-02-02T00:00:00,1.458,1.81,3.126009,0.302162,0.79,2.431,1.13,4.39,0.1348,1.9,0.349954,0.627767,0.1,0.88,3.1,3.7,9.24,7.29,0.34,0.14,,,,,,,,,,,
2017-02-03T00:00:00,1.458,1.81,3.126009,0.302162,0.79,2.431,1.13,4.39,0.1348,1.9,0.349954,0.627767,0.1,0.88,3.1,3.7,,7.29,0.34,0.14,,,,,,,,,,,
2017-02-04T00:00:00,1.458,1.81,3.126009,0.302162,0.79,2.431,1.13,4.39,0.1348,1.9,0.349954,0.627767,0.1,0.88,3.1,3.7,2.19,7.29,0.34,0.14,,,,,,,,,,,
2017-02-05T00:00:00,1.458,1.81,3.126009,0.302162,0.79,2.431,1.13,4.39,0.1348,1.9,0.349954,0.627767,0.1,0.88,3.1,3.7,,7.29,0.34,0.14,,,,,,,,,,,
2017-02-06T00:00:00,0.682,0.695,0.984894,0.091446,0.45,1.456,2.65,0.54,0.04251,3.084,0.454881,0.223091,0.1,0.16,2.3,,1.66,2.5,0.2,0.09,3.91,22.26,,,,,,,,,
2017-02-07T00:00:00,0.682,0.695,0.984894,0.091446,0.45,1.456,2.65,0.54,0.04251,3.1,0.454881,0.223091,0.1,0.16,2.3,,,2.5,0.2,0.09,3.91,22.26,,,,,,,,,
2017-02-08T00:00:00,0.682,0.695,0.984894,0.091446,0.45,1.456,2.65,0.54,0.04251,3.1,0.454881,0.223091,0.1,0.16,,,1.74,2.5,0.2,0.09,3.91,22.26,,,,,,,,,
2017-02-09T00:00:00,0.682,0.695,0.984894,0.091446,0.45,1.456,2.65,0.54,0.04251,,0.454881,0.223091,0.1,0.16,2.3,,,2.5,0.2,0.09,3.91,22.26,,,,,,,,,
2017-02-10T00:00:00,0.682,0.695,0.984894,0.091446,0.45,1.456,2.65,0.54,0.04251,3.1,0.454881,0.223091,0.1,0.16,2.3,,1.24,2.5,0.2,0.09,5.26,22.26,,,,,,,,,
2017-02-11T00:00:00,0.682,0.695,0.984894,0.091446,0.45,1.456,2.65,0.54,0.04251,3.1,0.454881,0.223091,0.1,0.16,2.3,,,2.5,0.2,0.09,5.26,22.26,,,,,,,,,
2017-02-12T00:00:00,0.682,0.695,0.984894,0.091446,0.45,1.456,2.65,0.54,0.04251,3.1,0.454881,0.223091,0.1,0.16,2.3,,1.83,2.5,0.2,0.09,5.26,22.26,,,,,,,,,
2017-02-13T00:00:00,1.039,1.76,1.928327,0.241529,1.65,1.14,2.19,3.28,0.29031,9.201,0.541205,0.798928,0.1,0.27,5.1,2.1,,3.9,0.35,0.21,5.26,,,,,,,,,,
2017-02-14T00:00:00,1.039,1.76,1.928327,0.241529,1.65,1.14,2.19,3.28,0.29031,9.2,0.541205,0.798928,0.1,0.27,5.1,2.1,5.69,3.9,0.35,0.21,7.74,,,,,,,,,,
2017-02-15T00:00:00,1.039,1.76,1.928327,0.241529,1.65,1.14,2.19,3.28,0.29031,9.2,0.541205,0.798928,0.1,0.27,5.1,2.1,,3.9,0.35,0.21,7.74,,,,,,,,,,
2017-02-16T00:00:00,1.039,1.76,1.928327,0.241529,1.65,1.14,2.19,3.28,0.29031,9.2,0.541205,0.798928,0.1,0.27,5.1,2.1,14.47,3.9,0.35,0.21,7.74,,,,,,,,,,
2017-02-17T00:00:00,1.039,1.76,1.928327,0.241529,1.65,1.14,2.19,3.28,0.29031,9.2,0.541205,0.798928,0.1,0.27,5.1,2.1,,3.9,0.35,0.21,7.74,,,,,,,,,,
2017-02-18T00:00:00,1.039,1.76,1.928327,0.241529,1.65,1.14,2.19,3.28,0.29031,9.2,0.541205,0.798928,0.1,0.27,5.1,2.1,2.99,3.9,0.35,0.21,7.74,,,,,,,,,,
2017-02-19T00:00:00,1.039,1.76,1.928327,0.241529,1.65,1.14,2.19,3.28,0.29031,9.2,0.541205,0.798928,0.1,0.27,5.1,2.1,,3.9,0.35,0.21,,,,,,,,,,,
2017-02-20T00:00:00,0.025,0.15,1.435868,0.017087,0.34,0.337,0.5,0.46,0.00829,0.0105,0.284395,0.155124,0.1,0.14,1.3,0.52,1.94,0.68,0.16,0.07,,2.54,,,,,,,,,
2017-02-21T00:00:00,0.025,0.15,1.435868,0.017087,0.34,0.337,0.5,0.46,0.00829,0.0105,0.284395,0.155124,0.1,0.14,1.3,0.52,,0.68,0.16,0.07,,2.54,,,,,,,,,
2017-02-22T00:00:00,0.025,0.15,1.435868,0.017087,0.34,0.337,0.5,0.46,0.00829,0.0105,0.284395,0.155124,0.1,0.14,1.3,0.52,0.9,0.68,0.16,0.07,,2.54,,,,,,,,,
2017-02-23T00:00:00,0.025,0.15,1.435868,0.017087,0.34,0.337,0.5,0.46,0.00829,0.0105,0.284395,0.155124,0.1,0.14,1.3,,,0.68,0.16,0.07,,2.54,,,,,,,,,
2017-02-24T00:00:00,0.025,0.15,1.435868,0.017087,0.34,0.337,0.5,0.46,0.00829,0.0105,0.284395,0.155124,0.1,0.14,1.3,0.52,0.55,0.68,0.16,0.07,,2.54,,,,,,,,,
2017-02-25T00:00:00,0.025,0.15,1.435868,0.017087,0.34,0.337,0.5,0.46,0.00829,0.0105,0.284395,0.155124,0.1,0.14,1.3,0.52,,0.68,0.16,0.07,,2.54,,,,,,,,,
2017-02-26T00:00:00,0.025,0.15,1.435868,0.017087,0.34,0.337,0.5,,0.00829,0.0105,0.284395,0.155124,0.1,0.14,1.3,0.52,2.03,0.68,0.16,0.07,,2.54,,,,,,,,,
2017-02-27T00:00:00,0.119,0.207,1.181891,0.085238,0.24,0.686,0.32,,0.05547,0.0105,0.376167,1.255535,0.1,0.49,3.1,1.6,,0.57,0.43,0.19,,,,,,,,,,,
2017-02-28T00:00:00,0.119,0.207,1.181891,0.085238,0.24,0.686,0.32,0.48,0.05547,0.0105,0.376167,1.255535,0.1,0.49,3.1,1.6,1.28,0.57,0.43,0.19,,,,,,,,,,,
2017-03-01T00:00:00,0.119,0.207,1.181891,0.085238,0.24,0.686,0.32,0.48,0.05547,0.0105,0.376167,1.255535,0.1,0.49,3.1,1.6,,0.57,0.43,0.19,,,,,,,,,,,
2017-03-02T00:00:00,0.119,0.207,1.181891,0.085238,0.24,0.686,0.32,0.48,0.05547,0.0105,0.376167,1.255535,0.1,0.49,3.1,1.6,0.73,0.57,0.43,0.19,,,,,,,,,,,
2017-03-03T00:00:00,0.119,0.207,1.181891,0.085238,0.24,0.686,0.32,0.48,0.05547,0.0105,0.376167,1.255535,0.1,0.49,3.1,1.6,,0.57,0.43,0.19,,,,,,,,,,,
2017-03-04T00:00:00,0.119,0.207,1.181891,0.085238,0.24,0.686,0.32,0.48,0.05547,0.0105,0.376167,1.255535,0.1,0.49,3.1,1.6,1.88,0.57,0.43,0.19,,,,,,,,,,,
2017-03-05T00:00:00,0.119,0.207,1.181891,0.085238,0.24,0.686,0.32,0.48,0.05547,0.0105,0.376167,1.255535,0.1,0.49,3.1,1.6,,0.57,0.43,0.19,,,,,,,,,,,
2017-03-06T00:00:00,0.183,0.337,0.590942,0.046441,0.17,0.634,0.43,0.82,0.04873,0.0105,1.019399,1.535614,0.1,0.16,3.2,2.3,1.58,1.15,0.34,0.12,,9.23,,,,,,,,,
2017-03-07T00:00:00,0.183,0.337,0.590942,0.046441,0.17,0.634,0.43,0.82,0.04873,0.0105,1.019399,1.535614,0.1,0.16,3.2,2.3,,1.15,0.34,0.12,,9.23,,,,,,,,,
2017-03-08T00:00:00,0.183,0.337,0.590942,0.046441,0.17,0.634,0.43,0.82,0.04873,0.0105,1.019399,1.535614,0.1,0.16,3.2,2.3,3.28,1.15,0.34,0.12,,9.23,,,,,,,,,
2017-03-09T00:00:00,0.183,0.337,0.590942,0.046441,0.17,0.634,0.43,0.82,0.04873,0.0105,1.019399,1.535614,0.1,0.16,3.2,2.3,,1.15,0.34,0.12,,9.23,,,,,,,,,
2017-03-10T00:00:00,0.183,0.337,0.590942,0.046441,0.17,0.634,0.43,0.82,0.04873,0.0105,1.019399,1.535614,0.1,0.16,3.2,2.3,3.06,1.15,0.34,0.12,,9.23,,,,,,,,,
2017-03-11T00:00:00,0.183,0.337,0.590942,0.046441,0.17,0.634,0.43,0.82,0.04873,0.0105,1.019399,1.535614,0.1,0.16,3.2,2.3,,1.15,0.34,0.12,,9.23,,,,,,,,,
2017-03-12T00:00:00,0.183,0.337,0.590942,0.046441,0.17,0.634,0.43,0.82,0.04873,0.0105,1.019399,1.535614,0.1,0.16,3.2,2.3,0.62,1.15,0.34,0.12,,9.23,,,,,,,,,
2017-03-13T00:00:00,0.169,0.355,1.295931,0.040714,0.15,0.669,0.3,0.98,0.04251,0.0105,0.698822,0.850817,0.1,0.22,1.9,1.2,,1.15,0.22,0.06,2.26,,,,,,,,,,
2017-03-14T00:00:00,0.169,0.355,1.295931,0.040714,0.15,0.669,0.3,0.98,0.04251,0.0105,0.698822,0.850817,0.1,0.22,1.9,1.2,10.54,1.15,0.22,0.06,2.26,,,,,,,,,,
2017-03-15T00:00:00,0.169,0.355,1.295931,0.040714,0.15,0.669,0.3,0.98,0.04251,0.0105,0.698822,0.850817,0.1,0.22,1.9,1.2,,1.15,0.22,0.06,2.26,,,,,,,,,,
2017-03-16T00:00:00,0.169,0.355,1.295931,0.040714,0.15,0.669,0.3,0.98,0.04251,0.0105,0.698822,0.850817,0.1,0.22,1.9,1.2,2.47,1.15,0.22,0.06,2.26,,,,,,,,,,
2017-03-17T00:00:00,0.169,0.355,1.295931,0.040714,0.15,0.669,0.3,0.98,0.04251,0.0105,0.698822,0.850817,0.1,,1.9,1.2,,1.15,0.22,0.06,4.89,,,,,,,,,,
2017-03-18T00:00:00,0.169,0.355,1.295931,0.040714,0.15,0.669,0.3,0.98,0.04251,0.0105,0.698822,0.850817,0.1,0.22,1.9,1.2,0.53,1.15,0.22,0.06,4.89,,,,,,,,,,
2017-03-19T00:00:00,0.169,0.355,1.295931,0.040714,0.15,0.669,0.3,0.98,0.04251,0.0105,0.698822,0.850817,0.1,0.22,1.9,1.2,,1.15,0.22,0.06,4.89,,,,,,,,,,
2017-03-20T00:00:00,0.192,0.194,1.347736,0.017007,0.16,0.575,0.26,0.75,0.06532,0.0105,1.439581,1.592712,0.1,0.27,3.4,2.0,1.23,1.25,0.14,0.07,4.89,8.61,,,,,,,,,
2017-03-21T00:00:00,0.192,0.194,1.347736,0.017007,0.16,0.575,0.26,0.75,0.06532,0.0105,1.439581,1.592712,0.1,0.27,3.4,2.0,,1.25,0.14,0.07,4.89,8.61,,,,,,,,,
2017-03-22T00:00:00,0.192,0.194,1.347736,0.017007,0.16,0.575,0.26,0.75,0.06532,0.0105,1.439581,1.592712,0.1,0.27,3.4,2.0,2.26,1.25,0.14,0.07,2.66,8.61,,,,,,,,,
2017-03-23T00:00:00,0.192,0.194,1.347736,0.017007,0.16,0.575,0.26,0.75,0.06532,0.0105,1.439581,1.592712,0.1,0.27,3.4,2.0,,1.25,,0.07,2.66,8.61,,,,,,,,,
2017-03-24T00:00:00,0.192,0.194,1.347736,0.017007,0.16,0.575,0.26,0.75,0.06532,0.0105,1.439581,1.592712,0.1,0.27,3.4,2.0,6.04,1.25,0.14,0.07,2.66,8.61,,,,,,,,,
2017-03-25T00:00:00,0.192,0.194,1.347736,0.017007,0.16,0.575,0.26,0.75,0.06532,0.0105,1.439581,1.592712,0.1,0.27,3.4,2.0,,1.25,0.14,0.07,2.66,8.61,,,,,,,,,
2017-03-26T00:00:00,0.192,0.194,1.347736,0.017007,0.16,0.575,0.26,0.75,0.06532,0.0105,1.439581,1.592712,0.1,0.27,3.4,2.0,1.59,1.25,0.14,0.07,2.66,8.61,,,,,,,,,
2017-03-27T00:00:00,0.207,0.176,1.347736,0.022103,0.38,0.62,0.19,0.45,0.40644,0.0105,0.688173,1.955905,0.1,0.14,1.3,0.72,,0.68,0.12,0.05,,,,,,,,,,,
2017-03-28T00:00:00,0.207,0.176,1.270015,0.022103,0.38,0.62,0.19,0.45,0.40644,0.0105,0.688173,1.955905,0.1,0.14,1.3,0.72,2.71,0.68,0.12,0.05,,,,,,,,,,,
2017-03-29T00:00:00,0.207,0.176,1.270015,0.022103,0.38,0.62,0.19,0.45,0.40644,0.0105,0.688173,1.955905,0.1,0.14,1.3,0.72,,0.68,0.12,0.05,,,,,,,,,,,
2017-03-30T00:00:00,0.207,0.176,1.270015,0.022103,0.38,0.62,0.19,0.45,0.40644,0.0105,0.688173,1.955905,0.1,0.14,1.3,0.72,1.05,0.68,0.12,0.05,,,,,,,,,,,
2017-03-31T00:00:00,0.207,0.176,1.270015,0.022103,0.38,0.62,0.19,0.45,0.40644,0.0105,0.688173,1.955905,0.1,0.14,1.3,0.72,,0.68,0.12,0.05,,,,,,,,,,,
2017-04-01T00:00:00,0.207,0.176,1.270015,0.022103,0.38,0.62,0.19,0.45,0.40644,0.0105,0.688173,1.955905,0.1,0.14,1.3,0.72,0.65,0.68,0.12,0.05,,,,,,,,,,,
2017-04-02T00:00:00,0.207,0.176,1.270015,0.022103,0.38,0.62,0.19,0.45,0.40644,0.0105,0.688173,1.955905,0.1,0.14,1.3,0.72,,0.68,0.12,0.05,,,,,,,,,,,
2017-04-03T00:00:00,0.148,0.153,1.550007,0.01631,0.11,1.119,0.11,0.23,0.0337,0.0105,0.253205,0.368355,0.1,0.078,1.5,,0.3,0.29,0.09,0.04,0.963,4.43,,,,,,,,,
2017-04-04T00:00:00,0.148,0.153,1.550007,0.01631,0.11,1.119,0.11,0.23,0.0337,0.0105,0.253205,0.368355,0.1,0.078,1.5,,,0.29,0.09,0.04,0.963,4.43,,,,,,,,,
2017-04-05T00:00:00,0.148,0.153,1.550007,0.01631,0.11,1.119,0.11,0.23,0.0337,,0.253205,0.368355,0.1,0.078,1.5,,0.39,0.29,0.09,0.04,0.963,4.43,,,,,,,,,
2017-04-06T00:00:00,0.148,0.153,1.550007,0.01631,0.11,1.119,0.11,0.23,0.0337,,0.253205,0.368355,0.1,0.078,1.5,,,0.29,0.09,0.04,0.963,4.43,,,,,,,,,
2017-04-07T00:00:00,0.148,0.153,1.550007,0.01631,0.11,1.119,0.11,0.23,0.0337,0.0105,0.253205,0.368355,0.1,0.078,1.5,,0.77,0.29,0.09,0.04,0.963,4.43,,,,,,,,,
2017-04-08T00:00:00,0.148,0.153,1.550007,0.01631,0.11,1.119,0.11,0.23,0.0337,0.0105,0.253205,0.368355,0.1,0.078,1.5,,,0.29,0.09,0.04,0.963,4.43,,,,,,,,,
2017-04-09T00:00:00,0.148,0.153,1.550007,0.01631,0.11,1.119,0.11,0.23,0.0337,0.0105,0.253205,0.368355,0.1,0.078,1.5,,1.17,0.29,0.09,0.04,0.963,4.43,,,,,,,,,
2017-04-10T00:00:00,0.065,0.101,0.454679,0.017758,0.12,0.625,0.06,0.27,0.03266,,0.389806,0.18936,0.1,0.1,0.92,,,0.4,0.07,0.04,,,,,,,,,,,
2017-04-11T00:00:00,0.065,0.101,0.454679,0.017758,0.12,0.625,0.06,0.27,0.03266,,0.389806,0.18936,0.1,0.1,0.92,,0.4,0.4,0.07,0.04,,,,,,,,,,,
2017-04-12T00:00:00,0.065,0.101,0.454679,0.017758,0.12,0.625,0.06,0.27,0.03266,,0.389806,0.18936,0.1,0.1,0.92,,,0.4,0.07,0.04,,,,,,,,,,,
2017-04-13T00:00:00,0.065,0.101,0.454679,0.017758,0.12,0.625,0.06,0.27,0.03266,,0.389806,0.18936,0.1,0.1,0.92,,0.38,0.4,0.07,0.04,,,,,,,,,,,
2017-04-14T00:00:00,0.065,0.101,0.454679,0.017758,0.12,0.625,0.06,0.27,0.03266,,0.389806,0.18936,0.1,,0.92,,,0.4,0.07,0.04,,,,,,,,,,,
2017-04-15T00:00:00,0.065,0.101,0.454679,0.017758,0.12,0.625,0.06,0.27,0.03266,,0.389806,0.18936,0.1,0.1,0.92,,1.88,0.4,0.07,0.04,,,,,,,,,,,
2017-04-16T00:00:00,0.065,0.101,0.454679,0.017758,0.12,0.625,0.06,0.27,0.03266,,0.389806,0.18936,0.1,0.1,0.92,,,0.4,0.07,0.04,,,,,,,,,,,
2017-04-17T00:00:00,0.08,0.187,1.17165,0.025486,0.16,0.412,0.12,0.23,0.0195,0.0105,0.757643,0.18158,0.1,0.089,1.9,,1.32,0.33,0.08,0.04,1.74,3.65,,,,,,,,,
2017-04-18T00:00:00,0.08,0.187,1.17165,0.025486,0.16,0.412,0.12,0.23,0.0195,,0.757643,0.18158,0.1,0.089,,0.53,,0.33,0.08,0.04,1.74,3.65,,,,,,,,,
2017-04-19T00:00:00,0.08,0.187,1.17165,0.025486,0.16,0.412,0.12,0.23,0.0195,,0.757643,0.18158,0.1,0.089,1.9,0.53,0.21,0.33,0.08,0.04,1.74,3.65,,,,,,,,,
2017-04-20T00:00:00,0.08,0.187,1.17165,0.025486,0.16,0.412,0.12,0.23,0.0195,0.0105,0.757643,0.18158,0.1,0.089,1.9,0.53,,0.33,0.08,0.04,1.74,3.65,,,,,,,,,
2017-04-21T00:00:00,0.08,0.187,1.17165,0.025486,0.16,0.412,0.12,0.23,0.0195,0.0105,0.757643,0.18158,0.1,0.089,1.9,0.53,0.95,0.33,0.08,0.04,1.74,3.65,,,,,,,,,
2017-04-22T00:00:00,0.08,0.187,1.17165,0.025486,0.16,0.412,0.12,0.23,0.0195,0.0105,0.757643,0.18158,0.1,0.089,1.9,0.53,,0.33,0.08,0.04,1.74,3.65,,,,,,,,,
2017-04-23T00:00:00,0.08,0.187,1.17165,0.025486,0.16,0.412,0.12,0.23,0.0195,0.0105,0.757643,0.18158,0.1,0.089,1.9,0.53,1.25,0.33,0.08,0.04,1.74,3.65,,,,,,,,,
2017-04-24T00:00:00,0.205,0.202,0.808639,0.030265,0.14,0.26,0.22,0.19,0.0195,0.0105,0.328057,0.635533,0.1,0.1,1.4,1.2,,0.36,0.09,0.04,,,,,,,,,,,
2017-04-25T00:00:00,0.205,0.202,0.808639,0.030265,0.14,0.26,0.22,0.19,0.02359,0.0105,0.328057,0.635533,0.1,0.1,1.4,1.2,0.58,0.36,0.09,0.04,,,,,,,,,,,
2017-04-26T00:00:00,0.205,0.202,0.808639,0.030265,0.14,0.26,0.22,0.19,0.02359,0.0105,0.328057,0.635533,0.1,0.1,1.4,1.2,,0.36,0.09,0.04,,,,,,,,,,,
2017-04-27T00:00:00,0.205,0.202,0.808639,0.030265,0.14,0.26,0.22,0.19,0.02359,0.0105,0.328057,0.635533,0.1,0.1,1.4,1.2,0.49,0.36,0.09,0.04,,,,,,,,,,,
2017-04-28T00:00:00,0.205,0.202,0.808639,0.030265,0.14,0.26,0.22,0.19,0.02359,0.0105,0.328057,0.635533,0.1,0.1,1.4,1.2,,0.36,0.09,0.04,,,,,,,,,,,
2017-04-29T00:00:00,0.205,0.202,0.808639,0.030265,0.14,0.26,0.22,0.19,0.02359,0.0105,0.328057,0.635533,0.1,0.1,1.4,1.2,0.86,0.36,0.09,0.04,,,,,,,,,,,
2017-04-30T00:00:00,0.205,0.202,0.808639,0.030265,0.14,0.26,0.22,0.19,0.02359,0.0105,0.328057,0.635533,0.1,0.1,1.4,1.2,,0.36,0.09,0.04,,4.32,,,,,,,,,
2017-05-01T00:00:00,0.025,0.05,0.396061,0.020199,0.06,0.501351,0.14,0.18,0.01763,0.00105,0.002785,0.016809,0.1,0.1,1.1,0.76,0.3,0.4,0.04,0.02,,4.32,,,,,,,,,
