Time,DsOsieczow21-BaA(PM10)-24g,DsWrocWybCon-BaA(PM10)-24g,KpCiechTezni-BaA(PM10)-24g,KpZielBoryTu-BaA(PM10)-24g,LbLubSliwins-BaA(PM10)-24g,LdLodzLegion-BaA(PM10)-24g,LuZielKrotka-BaA(PM10)-24g,MpKrakBujaka-BaA(PM10)-24g,MzWarAKrzywo-BaA(PM10)-24g,OpOpoleOsAKr-BaA(PM10)-24g,PdBialWaszyn-BaA(PM10)-24g,PdSuwPulaski-BaA(PM10)-24g,PkJasloSikor-BaA(PM10)-24g,PmGdaLecz08m-BaA(PM10)-24g,PmKosTargo12-BaA(PM10)-24g,PmWejhPlWejh-BaA(PM10)-24g,SkKielJagiel-BaA(PM10)-24g,SlKatoKossut-BaA(PM10)-24g,WmOlsPuszkin-BaA(PM10)-24g,WmPuszczaBor-BaA(PM10)-24g,WpPilaKusoci-BaA(PM10)-24g,ZpSzczAndr01-BaA(PM10)-24g,PdSuwPulaskp-BaA(PM10)-24g,SkKielTargow-BaA(PM10)-24g,PkRzeszRejta-BaA(PM10)-24g,KpNaklWawrzy-BaA(PM10)-24g,PmGdaLeczk81-BaA(PM10)-24g,ZpSzczAndrze-BaA(PM10)-24g,PmGdaLeczkow-BaA(PM10)-24g,PdBialPPiech-BaA(PM10)-24g,WpPoznSzyman-BaA(PM10)-24g
2018-05-25T00:00:00,0.116,0.117,0.07101,0.029559,0.02,0.088909,0.09,0.26,0.20737,,0.05079,,0.1,0.12,0.26,0.2,,0.31,0.04,0.01,0.103,,,,,,,,,,
2018-05-26T00:00:00,0.116,0.117,0.07101,0.029559,0.02,0.088909,0.09,0.26,0.20737,,0.05079,,0.1,0.12,0.26,0.2,,0.31,0.04,0.01,0.103,,,,,,,,,,
2018-05-27T00:00:00,0.116,0.117,0.07101,0.029559,0.02,0.088909,0.09,0.26,0.20737,,0.05079,,0.1,0.12,0.26,0.2,,0.31,0.04,0.01,0.103,,,,,,,,,,
2018-05-28T00:00:00,0.025,0.159,0.065826,0.018501,0.01,0.071234,0.06,0.21,0.20219,,0.06828,,0.1,0.12,0.12,0.16,,0.27,0.04,0.02,,0.06,,,,,,,,,
2018-05-29T00:00:00,,0.159,0.065826,0.018501,,0.071234,0.06,0.21,0.20219,,0.06828,,0.1,0.12,0.12,0.16,,0.27,0.04,0.02,,0.06,,,,,,,,,
2018-05-30T00:00:00,0.025,0.159,0.065826,0.018501,0.01,0.071234,0.06,0.21,0.20219,,0.06828,,0.1,0.12,0.12,0.16,,0.27,0.04,0.02,,0.06,,,,,,,,,
2018-05-31T00:00:00,0.025,0.159,0.065826,0.018501,0.01,0.071234,0.06,0.21,0.20219,,0.06828,,0.1,0.12,0.12,0.16,,0.27,0.04,0.02,,0.06,,,,,,,,,
2018-06-01T00:00:00,0.025,0.159,0.065826,0.018501,0.01,0.071234,0.06,0.21,0.20219,,0.06828,,0.1,0.12,0.12,0.16,,0.27,0.04,0.02,,0.06,,,,,,,,,
2018-06-02T00:00:00,0.025,0.159,0.065826,0.018501,0.01,,0.06,0.21,0.20219,,0.06828,,0.1,0.12,0.12,0.16,,0.27,0.04,0.02,,0.06,,,,,,,,,
2018-06-03T00:00:00,0.025,0.159,0.065826,0.018501,0.01,,0.06,0.21,0.20219,,0.06828,,0.1,0.12,0.12,0.16,,0.27,0.04,0.02,,0.06,,,,,,,,,
2018-06-04T00:00:00,0.08,0.05,0.081888,0.024288,0.03,0.04197,0.05,0.22,0.11406,,0.063594,,0.1,0.1,0.19,0.14,,0.22,0.04,0.01,0.132,,,,,,,,,,
2018-06-05T00:00:00,0.08,0.05,0.081888,0.024288,0.03,0.04197,0.05,0.22,0.11406,,0.063594,,0.1,0.1,0.19,0.14,,0.22,0.04,0.01,0.132,,,,,,,,,,
2018-06-06T00:00:00,,0.05,0.081888,0.024288,0.03,0.04197,0.05,0.22,0.11406,,0.063594,,0.1,0.1,0.19,0.14,,0.22,0.04,0.01,0.132,,,,,,,,,,
2018-06-07T00:00:00,,0.05,0.081888,0.024288,0.03,0.04197,0.05,0.22,0.11406,0.96,0.063594,,0.1,0.1,0.19,0.14,,0.22,0.04,0.01,0.132,,,,,,,,,,
2018-06-08T00:00:00,0.08,0.05,0.081888,0.024288,0.03,0.04197,0.05,0.22,0.11406,0.96,0.063594,,0.1,0.1,0.19,0.14,,0.22,0.04,0.01,0.132,,,,,,,,,,
2018-06-09T00:00:00,0.08,0.05,0.081888,0.024288,0.03,0.04197,0.05,0.22,0.11406,0.96,0.063594,,0.1,,0.19,0.14,,0.22,0.04,0.01,0.132,,,,,,,,,,
2018-06-10T00:00:00,0.08,0.05,0.081888,0.024288,0.03,0.04197,0.05,0.22,0.11406,0.96,0.063594,,0.1,,0.19,0.14,,0.22,0.04,0.01,0.132,,,,,,,,,,
2018-06-11T00:00:00,0.025,0.05,0.060643,0.022879,0.01,,0.03,0.2,0.03837,0.086,0.033386,,0.1,,0.088,0.09,,0.15,0.02,0.01,,0.05,,,,,,,,,
2018-06-12T00:00:00,0.025,0.05,0.060643,0.022879,0.01,,0.03,0.2,0.03837,0.086,0.033386,,0.1,0.066,0.088,0.09,,0.15,0.02,0.01,,0.05,,,,,,,,,
2018-06-13T00:00:00,0.025,0.05,0.060643,0.022879,0.01,,0.03,0.2,0.03837,0.086,0.033386,,0.1,0.066,0.088,0.09,,0.15,0.02,0.01,,0.05,,,,,,,,,
2018-06-14T00:00:00,0.025,0.05,0.060643,0.022879,0.01,,0.03,0.2,0.03837,0.086,0.033386,,0.1,0.066,0.088,0.09,,0.15,0.02,0.01,,0.05,,,,,,,,,
2018-06-15T00:00:00,0.025,0.05,0.060643,0.022879,0.01,,0.03,0.2,0.03837,0.086,0.033386,,0.1,0.066,0.088,0.09,,0.15,0.02,0.01,,0.05,,,,,,,,,
2018-06-16T00:00:00,0.025,0.05,0.060643,0.022879,0.01,,0.03,0.2,0.03837,0.086,0.033386,,0.1,0.066,0.088,0.09,,0.15,0.02,0.01,,0.05,,,,,,,,,
2018-06-17T00:00:00,0.025,0.05,0.060643,0.022879,0.01,,0.03,0.2,0.03837,0.086,0.033386,,0.1,0.066,0.088,0.09,,0.15,0.02,0.01,,0.05,,,,,,,,,
2018-06-18T00:00:00,0.025,0.05,0.071527,0.017463,0.01,,0.03,0.19,0.05703,0.086,,,0.1,0.086,0.095,0.11,,0.22,0.04,0.01,0.101,,,,,,,,,,
2018-06-19T00:00:00,0.025,0.05,0.071527,0.017463,0.01,,0.03,0.19,0.05703,0.086,,,,0.086,0.095,0.11,,0.22,0.04,0.01,0.101,,,,,,,,,,
2018-06-20T00:00:00,0.025,0.05,0.071527,0.017463,0.01,,0.03,0.19,0.05703,0.086,,,,0.086,0.095,0.11,,0.22,0.04,0.01,0.101,,,,,,,,,,
2018-06-21T00:00:00,0.025,0.05,0.071527,0.017463,0.01,,0.03,0.19,0.05703,0.086,,,0.1,0.086,0.095,0.11,,0.22,0.04,0.01,0.101,,,,,,,,,,
2018-06-22T00:00:00,0.025,0.05,0.071527,0.017463,0.01,,0.03,0.19,0.05703,0.086,,,0.1,0.086,0.095,0.11,,0.22,0.04,0.01,0.101,,,,,,,,,,
2018-06-23T00:00:00,0.025,0.05,0.071527,,0.01,,0.03,0.19,0.05703,0.086,,,0.1,0.086,0.095,0.11,,0.22,0.04,0.01,0.101,,,,,,,,,,
2018-06-24T00:00:00,0.025,0.05,0.071527,,0.01,,0.03,0.19,0.05703,0.086,,,0.1,0.086,0.095,0.11,,0.22,0.04,0.01,0.101,,,,,,,,,,
2018-06-25T00:00:00,0.025,0.05,0.058567,0.021719,0.01,,0.05,0.37,0.03992,0.091,0.031549,,0.1,0.043,0.12,0.08,,0.18,,0.01,,0.07,,,,,,,,,
2018-06-26T00:00:00,0.025,0.05,0.058567,0.021719,0.01,,0.05,0.37,0.03992,0.091,0.031549,,0.1,0.043,0.12,0.08,,0.18,,0.01,,0.07,,,,,,,,,
2018-06-27T00:00:00,0.025,0.05,0.058567,0.021719,0.01,,0.05,0.37,0.03992,0.091,0.031549,,0.1,0.043,0.12,0.08,,0.18,,0.01,,0.07,,,,,,,,,
2018-06-28T00:00:00,0.025,0.05,0.058567,0.021719,0.01,,0.05,0.37,0.03992,0.091,0.031549,,0.1,0.043,0.12,0.08,,0.18,,0.01,,0.07,,,,,,,,,
2018-06-29T00:00:00,0.025,0.05,0.058567,0.021719,0.01,,0.05,0.37,0.03992,0.091,0.031549,,0.1,0.043,0.12,0.08,,0.18,,0.01,,0.07,,,,,,,,,
2018-06-30T00:00:00,0.025,0.05,0.058567,0.021719,0.01,,0.05,0.37,0.03992,0.091,0.031549,,0.1,0.043,0.12,0.08,,0.18,,0.01,,0.07,,,,,,,,,
2018-07-01T00:00:00,,0.05,0.058567,0.021719,0.01,,0.05,0.37,0.03992,0.091,0.031549,,0.1,0.043,0.12,0.08,,0.18,,0.01,,0.07,,,,,,,,,
2018-07-02T00:00:00,0.025,0.05,0.061162,0.041757,0.2,0.055883,0.06,0.22,0.06097,0.091,0.031717,,0.1,0.13,0.14,0.066,,0.24,,0.01,0.0606,,,,,,,,,,
2018-07-03T00:00:00,0.025,0.05,0.061162,0.041757,0.2,0.055883,0.06,0.22,0.06097,0.091,0.031717,,0.1,0.13,0.14,0.066,,0.24,,0.01,0.0606,,,,,,,,,,
2018-07-04T00:00:00,0.025,0.05,0.061162,0.041757,0.2,0.055883,0.06,0.22,0.06097,0.091,0.031717,,0.1,0.13,0.14,0.066,,0.24,,0.01,0.0606,,,,,,,,,,
2018-07-05T00:00:00,0.025,0.05,0.061162,0.041757,0.2,0.055883,0.06,0.22,,0.091,0.031717,,0.1,0.13,0.14,0.066,,0.24,,0.01,0.0606,,,,,,,,,,
2018-07-06T00:00:00,0.025,0.05,0.061162,0.041757,0.2,0.055883,0.06,0.22,,0.091,0.031717,,0.1,0.13,0.14,0.066,,0.24,,0.01,0.0606,,,,,,,,,,
2018-07-07T00:00:00,0.025,0.05,0.061162,0.041757,0.2,0.055883,0.06,0.22,0.06097,0.091,0.031717,,0.1,0.13,0.14,0.066,,0.24,,0.01,0.0606,,,,,,,,,,
2018-07-08T00:00:00,0.025,0.05,0.061162,0.041757,0.2,0.055883,0.06,0.22,0.06097,0.091,0.031717,,0.1,0.13,0.14,0.066,,0.24,,0.01,0.0606,,,,,,,,,,
2018-07-09T00:00:00,0.025,0.05,0.049088,0.010412,0.21,0.044013,0.06,0.19,0.0674,0.082,0.026434,,0.1,0.069,0.097,0.074,,0.2,,0.01,0.0631,0.06,,,,,,,,,
2018-07-10T00:00:00,0.025,0.05,0.049088,0.010412,0.21,0.044013,0.06,0.19,0.0674,0.082,0.026434,,0.1,0.069,0.097,0.074,,0.2,,0.01,0.0631,0.06,,,,,,,,,
2018-07-11T00:00:00,0.025,0.05,0.049088,0.010412,0.21,0.044013,0.06,0.19,0.0674,0.082,0.026434,,0.1,0.069,0.097,0.074,,0.2,,0.01,0.0631,0.06,,,,,,,,,
2018-07-12T00:00:00,0.025,0.05,0.049088,0.010412,0.21,0.044013,0.06,0.19,0.0674,0.082,0.026434,,0.1,0.069,0.097,0.074,,0.2,,0.01,0.0631,0.06,,,,,,,,,
2018-07-13T00:00:00,0.025,0.05,0.049088,0.010412,0.21,0.044013,0.06,0.19,0.0674,,0.026434,,0.1,0.069,0.097,0.074,,0.2,,0.01,0.0631,0.06,,,,,,,,,
2018-07-14T00:00:00,0.025,0.05,0.049088,0.010412,0.21,0.044013,0.06,0.19,0.0674,0.082,0.026434,,0.1,0.069,0.097,0.074,,0.2,,0.01,0.0631,0.06,,,,,,,,,
2018-07-15T00:00:00,0.025,0.05,0.049088,0.010412,0.21,0.044013,0.06,0.19,0.0674,0.082,0.026434,,0.1,0.069,0.097,0.074,,0.2,,0.01,0.0631,0.06,,,,,,,,,
2018-07-16T00:00:00,0.17,0.05,0.030221,0.008945,0.18,0.049922,0.06,0.19,0.04666,0.044,0.019551,,0.1,0.082,0.093,0.079,,0.22,0.02,0.01,,,,,,,,,,,
2018-07-17T00:00:00,0.17,0.05,0.030221,0.008945,0.18,0.049922,0.06,0.19,0.04666,0.044,0.019551,,0.1,0.082,0.093,0.079,,0.22,0.02,0.01,,,,,,,,,,,
2018-07-18T00:00:00,0.17,0.05,0.030221,0.008945,0.18,0.049922,0.06,0.19,0.04666,0.044,0.019551,,0.1,0.082,0.093,0.079,,0.22,0.02,0.01,,,,,,,,,,,
2018-07-19T00:00:00,0.17,0.05,0.030221,0.008945,0.18,0.049922,0.06,0.19,0.04666,0.044,0.019551,,0.1,0.082,0.093,0.079,,0.22,0.02,0.01,,,,,,,,,,,
2018-07-20T00:00:00,0.17,0.05,0.030221,,0.18,0.049922,0.06,0.19,0.04666,0.044,0.019551,,0.1,0.082,0.093,0.079,,0.22,0.02,0.01,,,,,,,,,,,
2018-07-21T00:00:00,0.17,0.05,0.030221,,0.18,0.049922,0.06,0.19,0.04666,0.044,0.019551,,0.1,0.082,0.093,0.079,,0.22,0.02,0.01,,,,,,,,,,,
2018-07-22T00:00:00,0.17,0.05,0.030221,,0.18,0.049922,0.06,0.19,0.04666,0.044,0.019551,,0.1,0.082,0.093,0.079,,0.22,0.02,0.01,,,,,,,,,,,
2018-07-23T00:00:00,0.025,0.05,0.0026,,0.16,0.022221,0.05,0.18,0.05184,0.062,0.028825,,0.1,0.088,,0.08,,0.78,0.03,0.01,0.0619,0.025,,,,,,,,,
2018-07-24T00:00:00,0.025,0.05,0.0026,0.00992,0.16,0.022221,0.05,0.18,0.05184,0.062,0.028825,,0.1,0.088,0.13,0.08,,0.78,0.03,0.01,0.0619,0.025,,,,,,,,,
2018-07-25T00:00:00,0.025,0.05,0.0026,0.00992,0.16,0.022221,0.05,0.18,0.05184,0.062,0.028825,,0.1,0.088,0.13,0.08,,0.78,0.03,0.01,0.0619,0.025,,,,,,,,,
2018-07-26T00:00:00,0.025,0.05,0.0026,0.00992,0.16,0.022221,0.05,0.18,0.05184,0.062,0.028825,,0.1,0.088,0.13,0.08,,0.78,0.03,0.01,0.0619,0.025,,,,,,,,,
2018-07-27T00:00:00,0.025,0.05,0.0026,0.00992,0.16,0.022221,0.05,0.18,0.05184,0.062,0.028825,,0.1,0.088,0.13,0.08,,0.78,0.03,0.01,0.0619,0.025,,,,,,,,,
2018-07-28T00:00:00,0.025,0.05,0.0026,0.00992,0.16,0.022221,0.05,0.18,0.05184,0.062,0.028825,,0.1,0.088,0.13,0.08,,0.78,0.03,0.01,0.0619,0.025,,,,,,,,,
2018-07-29T00:00:00,0.025,0.05,0.0026,0.00992,0.16,0.022221,0.05,0.18,0.05184,0.062,0.028825,,0.1,0.088,0.13,0.08,,0.78,0.03,0.01,0.0619,0.025,,,,,,,,,
2018-07-30T00:00:00,0.025,0.05,0.043854,0.013162,0.16,0.032221,0.04,0.19,0.0622,0.187,0.082484,,0.1,0.093,0.16,,,0.14,0.04,0.004,,,,,,,,,,,
2018-07-31T00:00:00,0.025,0.05,0.043854,0.013162,0.16,0.032221,0.04,0.19,0.0622,0.187,0.082484,,0.1,0.093,0.16,,,0.14,0.04,0.004,,,,,,,,,,,
2018-08-01T00:00:00,0.025,0.05,0.043854,0.013162,0.16,0.032221,0.04,0.19,0.0622,0.187,0.082484,,0.1,0.093,0.16,,,0.14,0.04,0.004,,,,,,,,,,,
2018-08-02T00:00:00,0.025,0.05,0.043854,0.013162,0.16,0.032221,0.04,0.19,0.0622,0.187,0.082484,,0.1,0.093,0.16,,,0.14,0.04,0.004,,,,,,,,,,,
2018-08-03T00:00:00,0.025,0.05,0.043854,0.013162,0.16,0.032221,0.04,0.19,0.0622,0.187,0.082484,,0.1,0.093,0.16,,,0.14,0.04,0.004,,,,,,,,,,,
2018-08-04T00:00:00,0.025,0.05,0.043854,0.013162,0.16,0.032221,0.04,0.19,0.0622,0.187,0.082484,,0.1,0.093,0.16,,,0.14,0.04,0.004,,,,,,,,,,,
2018-08-05T00:00:00,0.025,0.05,0.043854,0.013162,0.16,0.032221,0.04,0.19,0.0622,0.187,0.082484,,0.1,0.093,0.16,,,0.14,0.04,0.004,,,,,,,,,,,
2018-08-06T00:00:00,0.025,0.05,0.116628,0.032097,0.1,0.049571,0.05,0.19,0.0622,0.238,0.114598,,0.1,0.071,0.12,,,0.19,0.04,0.01,0.0255,0.025,,,,,,,,,
2018-08-07T00:00:00,0.025,0.05,0.116628,0.032097,0.1,0.049571,0.05,0.19,0.0622,0.238,0.114598,,0.1,0.071,0.12,,,0.19,0.04,0.01,0.0255,0.025,,,,,,,,,
2018-08-08T00:00:00,0.025,0.05,0.116628,0.032097,0.1,0.049571,0.05,0.19,0.0622,0.238,0.114598,,0.1,0.071,0.12,,,0.19,0.04,0.01,0.0255,0.025,,,,,,,,,
2018-08-09T00:00:00,0.025,0.05,0.116628,0.032097,0.1,0.049571,0.05,0.19,0.0622,0.238,0.114598,,0.1,0.071,0.12,,,0.19,0.04,0.01,0.0255,0.025,,,,,,,,,
2018-08-10T00:00:00,0.025,0.05,0.116628,0.032097,0.1,0.049571,0.05,0.19,0.0622,0.238,0.114598,,0.1,0.071,0.12,,,0.19,0.04,0.01,0.0255,0.025,,,,,,,,,
2018-08-11T00:00:00,0.025,0.05,0.116628,0.032097,0.1,0.049571,0.05,0.19,0.0622,0.238,0.114598,,0.1,0.071,0.12,,,0.19,0.04,0.01,0.0255,0.025,,,,,,,,,
2018-08-12T00:00:00,0.025,0.05,0.116628,0.032097,0.1,0.049571,0.05,0.19,0.0622,0.238,0.114598,,0.1,0.071,0.12,,,0.19,0.04,0.01,0.0255,0.025,,,,,,,,,
2018-08-13T00:00:00,0.025,0.05,0.105745,0.041942,0.04,0.110571,0.05,0.24,0.08294,0.187,0.072064,,0.1,0.23,0.17,,,0.25,0.04,0.01,,0.025,,,,,,,,,
2018-08-14T00:00:00,0.025,0.05,0.105745,0.041942,0.04,0.110571,0.05,0.24,0.08294,0.187,0.072064,,0.1,0.23,0.17,,,0.25,0.04,0.01,,,,,,,,,,,
2018-08-15T00:00:00,0.025,0.05,0.105745,0.041942,0.04,0.110571,0.05,0.24,0.08294,0.187,0.072064,,0.1,0.23,0.17,,,0.25,0.04,0.01,,,,,,,,,,,
2018-08-16T00:00:00,0.025,0.05,0.105745,0.041942,0.04,0.110571,0.05,0.24,0.08294,0.187,0.072064,,0.1,0.23,0.17,,,0.25,0.04,0.01,,,,,,,,,,,
2018-08-17T00:00:00,0.025,0.05,0.105745,0.041942,0.04,0.110571,0.05,0.24,0.08294,0.187,0.072064,,0.1,0.23,0.17,,,0.25,0.04,0.01,,,,,,,,,,,
2018-08-18T00:00:00,0.025,0.05,0.105745,0.041942,0.04,0.110571,0.05,0.24,0.08294,0.187,0.072064,,0.1,0.23,0.17,,,0.25,0.04,0.01,,,,,,,,,,,
2018-08-19T00:00:00,0.025,0.05,0.105745,0.041942,0.04,0.110571,0.05,0.24,0.08294,0.187,0.072064,,0.1,0.23,0.17,,,0.25,0.04,0.01,,,,,,,,,,,
2018-08-20T00:00:00,0.025,0.117,0.15914,0.035199,0.04,0.099091,0.08,0.24,0.07775,0.29,0.055941,,0.1,0.12,0.16,0.089,,0.23,0.04,0.01,0.0292,0.08,0.111022,,,,,,,,
2018-08-21T00:00:00,0.025,0.117,0.15914,0.035199,0.04,0.099091,0.08,0.24,0.07775,0.29,0.055941,,0.1,0.12,0.16,0.089,,0.23,0.04,0.01,0.0292,0.08,0.111022,,,,,,,,
2018-08-22T00:00:00,0.025,0.117,0.15914,0.035199,0.04,0.099091,0.08,0.24,0.07775,0.29,0.055941,,0.1,0.12,0.16,0.089,,0.23,0.04,0.01,0.0292,0.08,0.111022,,,,,,,,
2018-08-23T00:00:00,0.025,0.117,0.15914,0.035199,0.04,0.099091,0.08,0.24,0.07775,0.29,0.055941,,0.1,0.12,0.16,0.089,,0.23,0.04,0.01,0.0292,0.08,0.111022,,,,,,,,
2018-08-24T00:00:00,0.025,0.117,0.15914,0.035199,0.04,0.099091,0.08,0.24,0.07775,0.29,0.055941,,0.1,0.12,0.16,0.089,,0.23,,0.01,0.0292,0.08,0.111022,,,,,,,,
2018-08-25T00:00:00,0.025,0.117,0.15914,0.035199,0.04,0.099091,0.08,0.24,0.07775,0.29,0.055941,,0.1,0.12,0.16,0.089,,0.23,0.04,0.01,0.0292,0.08,0.111022,,,,,,,,
2018-08-26T00:00:00,0.025,0.117,0.15914,0.035199,0.04,0.099091,0.08,0.24,0.07775,0.29,0.055941,,0.1,0.12,0.16,0.089,,0.23,0.04,0.01,0.0292,0.08,0.111022,,,,,,,,
2018-08-27T00:00:00,0.068,0.05,0.2037,0.051389,0.03,0.056026,0.06,0.23,0.08812,0.321,0.148122,,0.1,0.14,0.18,0.13,,0.22,0.07,0.01,,,0.213227,,,,,,,,
2018-08-28T00:00:00,0.068,0.05,0.2037,0.051389,0.03,0.056026,0.06,0.23,0.08812,0.321,0.148122,,0.1,0.14,0.18,0.13,,0.22,0.07,0.01,,,0.213227,,,,,,,,
2018-08-29T00:00:00,0.068,0.05,0.2037,0.051389,0.03,0.056026,0.06,0.23,0.08812,0.321,0.148122,,0.1,0.14,0.18,0.13,,0.22,0.07,0.01,,,0.213227,,,,,,,,
2018-08-30T00:00:00,0.068,0.05,0.2037,0.051389,0.03,0.056026,0.06,0.23,0.08812,0.321,0.148122,,0.1,0.14,0.18,0.13,,0.22,,0.01,,,0.213227,,,,,,,,
2018-08-31T00:00:00,0.068,0.05,0.2037,0.051389,0.03,0.056026,0.06,0.23,0.08812,0.321,0.148122,,0.1,0.14,0.18,0.13,,0.22,,0.01,,,0.213227,,,,,,,,
2018-09-01T00:00:00,0.068,0.05,0.2037,0.051389,0.03,0.056026,0.06,0.23,0.08812,0.321,0.148122,,0.1,0.14,0.18,0.13,,0.22,0.07,0.01,,,0.213227,,,,,,,,
2018-09-02T00:00:00,0.068,0.05,0.2037,0.051389,0.03,0.056026,0.06,0.23,0.08812,0.321,0.148122,,0.1,0.14,0.18,0.13,,0.22,0.07,0.01,,,0.213227,,,,,,,,
2018-09-03T00:00:00,0.025,0.05,0.260701,0.062872,0.14,0.075948,0.09,0.44,0.08293,0.161,0.15984,,0.1,0.15,0.31,0.13,,0.29,0.05,0.04,0.0489,0.15,0.109984,,,,,,,,
2018-09-04T00:00:00,0.025,0.05,0.260701,0.062872,0.14,0.075948,0.09,0.44,0.08293,0.161,0.15984,,0.1,0.15,0.31,0.13,,0.29,0.05,0.04,0.0489,0.15,0.109984,,,,,,,,
2018-09-05T00:00:00,0.025,0.05,0.260701,0.062872,0.14,0.075948,0.09,0.44,0.08293,0.161,0.15984,,0.1,0.15,0.31,0.13,,0.29,0.05,0.04,0.0489,0.15,0.109984,,,,,,,,
2018-09-06T00:00:00,0.025,0.05,0.260701,0.062872,0.14,0.075948,0.09,0.44,0.08293,0.161,0.15984,,0.1,0.15,0.31,0.13,,0.29,0.05,0.04,0.0489,0.15,0.109984,,,,,,,,
2018-09-07T00:00:00,0.025,0.05,0.260701,0.062872,0.14,0.075948,0.09,0.44,0.08293,0.161,0.15984,,0.1,0.15,0.31,0.13,,0.29,0.05,0.04,0.0489,0.15,0.109984,,,,,,,,
2018-09-08T00:00:00,0.025,0.05,0.260701,0.062872,0.14,0.075948,0.09,,0.08293,0.161,0.15984,,0.1,0.15,0.31,0.13,,0.29,0.05,0.04,0.0489,0.15,0.109984,,,,,,,,
2018-09-09T00:00:00,0.025,0.05,0.260701,0.062872,0.14,0.075948,0.09,,0.08293,0.161,0.15984,,0.1,0.15,0.31,0.13,,0.29,0.05,0.04,0.0489,0.15,0.109984,,,,,,,,
2018-09-10T00:00:00,0.091,0.05,0.694552,0.061198,0.09,0.055675,0.06,,0.05702,0.207,0.129712,,0.1,0.16,0.7,0.14,,0.68,0.07,0.02,,,0.299855,,,,,,,,
2018-09-11T00:00:00,0.091,0.05,0.694552,0.061198,0.09,0.055675,0.06,,0.05702,0.207,0.129712,,0.1,0.16,0.7,0.14,,0.68,0.07,0.02,,,0.299855,,,,,,,,
2018-09-12T00:00:00,0.091,0.05,0.694552,0.061198,0.09,0.055675,0.06,0.66,0.05702,0.207,0.129712,,0.1,0.16,0.7,0.14,,0.68,0.07,0.02,,,0.299855,,,,,,,,
2018-09-13T00:00:00,0.091,0.05,0.694552,0.061198,0.09,0.055675,0.06,0.66,0.05702,0.207,0.129712,,0.1,0.16,0.7,0.14,,0.68,0.07,0.02,,,0.299855,,,,,,,,
2018-09-14T00:00:00,0.091,0.05,0.694552,0.061198,0.09,0.055675,0.06,0.66,0.05702,0.207,0.129712,,0.1,0.16,0.7,0.14,,0.68,0.07,0.02,,,0.299855,,,,,,,,
2018-09-15T00:00:00,0.091,0.05,0.694552,0.061198,0.09,0.055675,0.06,0.66,0.05702,0.207,0.129712,,0.1,0.16,0.7,0.14,,0.68,0.07,0.02,,,0.299855,,,,,,,,
2018-09-16T00:00:00,0.091,0.05,0.694552,0.061198,0.09,0.055675,0.06,0.66,0.05702,0.207,0.129712,,0.1,0.16,0.7,0.14,,0.68,0.07,0.02,,,0.299855,,,,,,,,
2018-09-17T00:00:00,0.025,0.05,0.218235,0.106714,0.43,0.176532,0.08,0.47,0.13476,0.954,0.156651,,0.1,0.16,0.67,0.17,,0.38,0.1,0.04,0.209,0.11,0.360034,,,,,,,,
2018-09-18T00:00:00,0.025,0.05,0.218235,0.106714,0.43,0.176532,0.08,0.47,0.13476,0.954,0.156651,,0.1,0.16,0.67,0.17,,0.38,0.1,0.04,0.209,0.11,0.360034,,,,,,,,
2018-09-19T00:00:00,0.025,0.05,0.218235,0.106714,0.43,0.176532,0.08,0.47,0.13476,0.954,0.156651,,0.1,0.16,0.67,0.17,,0.38,0.1,0.04,0.209,0.11,0.360034,,,,,,,,
2018-09-20T00:00:00,0.025,0.05,0.218235,0.106714,0.43,0.176532,0.08,0.47,0.13476,0.954,0.156651,,0.1,0.16,0.67,0.17,,0.38,0.1,0.04,0.209,0.11,0.360034,,,,,,,,
2018-09-21T00:00:00,0.025,0.05,0.218235,0.106714,0.43,0.176532,0.08,0.47,0.13476,0.954,0.156651,,0.1,0.16,0.67,0.17,,0.38,0.1,0.04,0.209,0.11,0.360034,,,,,,,,
2018-09-22T00:00:00,0.025,0.05,0.218235,0.106714,0.43,0.176532,0.08,0.47,0.13476,0.954,0.156651,,0.1,0.16,0.67,0.17,,0.38,0.1,0.04,0.209,0.11,0.360034,,,,,,,,
2018-09-23T00:00:00,0.025,0.05,0.218235,0.106714,0.43,0.176532,0.08,0.47,0.13476,0.954,0.156651,,0.1,0.16,0.67,0.17,,0.38,0.1,0.04,0.209,0.11,0.360034,,,,,,,,
2018-09-24T00:00:00,0.822,0.548,0.839698,0.215197,0.35,0.481351,0.57,1.14,0.67385,1.244,0.438089,,0.92,0.3,1.6,0.61,,1.98,0.27,0.1,,,0.540065,,,,,,,,
2018-09-25T00:00:00,0.822,0.548,0.839698,0.215197,0.35,0.481351,0.57,1.14,0.67385,1.244,0.438089,,0.92,0.3,1.6,0.61,,1.98,0.27,0.1,,,0.540065,,,,,,,,
2018-09-26T00:00:00,0.822,0.548,0.839698,0.215197,0.35,0.481351,0.57,1.14,0.67385,1.244,0.438089,,0.92,0.3,1.6,0.61,,1.98,0.27,0.1,,,0.540065,,,,,,,,
2018-09-27T00:00:00,0.822,0.548,0.839698,0.215197,0.35,0.481351,0.57,1.14,0.67385,1.244,0.438089,,0.92,0.3,1.6,0.61,,1.98,0.27,0.1,,,0.540065,,,,,,,,
2018-09-28T00:00:00,0.822,0.548,0.839698,0.215197,0.35,0.481351,0.57,1.14,0.67385,1.244,0.438089,,,0.3,1.6,0.61,,1.98,0.27,0.1,,,0.540065,,,,,,,,
