Time,DsOsieczow21-BaA(PM10)-24g,DsWrocWybCon-BaA(PM10)-24g,KpCiechTezni-BaA(PM10)-24g,KpZielBoryTu-BaA(PM10)-24g,LbLubSliwins-BaA(PM10)-24g,LdLodzLegion-BaA(PM10)-24g,LuZielKrotka-BaA(PM10)-24g,MpKrakBujaka-BaA(PM10)-24g,MzWarAKrzywo-BaA(PM10)-24g,OpOpoleOsAKr-BaA(PM10)-24g,PdBialWaszyn-BaA(PM10)-24g,PdSuwPulaski-BaA(PM10)-24g,PkJasloSikor-BaA(PM10)-24g,PmGdaLecz08m-BaA(PM10)-24g,PmKosTargo12-BaA(PM10)-24g,PmWejhPlWejh-BaA(PM10)-24g,SkKielJagiel-BaA(PM10)-24g,SlKatoKossut-BaA(PM10)-24g,WmOlsPuszkin-BaA(PM10)-24g,WmPuszczaBor-BaA(PM10)-24g,WpPilaKusoci-BaA(PM10)-24g,ZpSzczAndr01-BaA(PM10)-24g,PdSuwPulaskp-BaA(PM10)-24g,SkKielTargow-BaA(PM10)-24g,PkRzeszRejta-BaA(PM10)-24g,KpNaklWawrzy-BaA(PM10)-24g,PmGdaLeczk81-BaA(PM10)-24g,ZpSzczAndrze-BaA(PM10)-24g,PmGdaLeczkow-BaA(PM10)-24g,PdBialPPiech-BaA(PM10)-24g,WpPoznSzyman-BaA(PM10)-24g
2017-01-01T00:00:00,5.723,11.191,13.736816,0.626188,3.57,7.495,5.94,,3.27609,24.882,,,16.6,,14.0,12.0,27.56,,,1.3,,2.1,,,,,,,,,
2017-01-02T00:00:00,4.811,7.233,6.6398,2.599214,10.11,12.91,5.56,38.14,7.96781,26.283,20.424578,20.228406,5.1,3.0,24.0,6.3,,27.8,,,2.47,,,,,,,,,,
2017-01-03T00:00:00,4.811,7.233,6.6398,2.599214,10.11,12.91,5.56,38.14,7.96781,26.283,20.424578,20.228406,5.1,3.0,24.0,6.3,5.77,27.8,,2.34,2.47,,,,,,,,,,
2017-01-04T00:00:00,4.811,7.233,6.6398,2.599214,10.11,12.91,5.56,38.14,7.96781,26.283,20.424578,20.228406,5.1,3.0,24.0,6.3,,27.8,11.59,2.34,2.47,,,,,,,,,,
2017-01-05T00:00:00,4.811,7.233,6.6398,2.599214,10.11,12.91,5.56,38.14,7.96781,26.283,20.424578,20.228406,5.1,3.0,24.0,6.3,4.92,27.8,11.59,2.34,2.47,,,,,,,,,,
2017-01-06T00:00:00,4.811,7.233,6.6398,2.599214,10.11,12.91,5.56,38.14,7.96781,26.283,20.424578,20.228406,5.1,3.0,24.0,6.3,,27.8,11.59,2.34,8.1,,,,,,,,,,
2017-01-07T00:00:00,4.811,7.233,6.6398,2.599214,10.11,12.91,5.56,38.14,7.96781,26.283,20.424578,20.228406,,3.0,24.0,6.3,75.85,27.8,11.59,2.34,8.1,,,,,,,,,,
2017-01-08T00:00:00,4.811,7.233,6.6398,2.599214,10.11,12.91,5.56,38.14,7.96781,26.283,20.424578,20.228406,,3.0,24.0,6.3,,27.8,11.59,2.34,8.1,,,,,,,,,,
2017-01-09T00:00:00,9.25,17.732,9.966953,4.513182,11.97,16.607,6.97,,5.37562,35.975,11.074977,31.060663,19.3,0.11,6.0,11.0,89.94,46.84,10.7,3.0,8.1,3.24,,,,,,,,,
2017-01-10T00:00:00,9.25,17.732,9.966953,4.513182,11.97,16.607,6.97,,5.37562,35.975,11.074977,31.060663,19.3,0.11,6.0,11.0,,46.84,10.7,3.0,10.0,3.24,,,,,,,,,
2017-01-11T00:00:00,9.25,17.732,9.966953,4.513182,11.97,16.607,6.97,,5.37562,35.975,11.074977,31.060663,,0.11,6.0,11.0,42.03,46.84,10.7,,10.0,3.24,,,,,,,,,
2017-01-12T00:00:00,9.25,17.732,9.966953,4.513182,11.97,16.607,6.97,,5.37562,35.975,11.074977,31.060663,19.3,0.11,6.0,11.0,,46.84,10.7,3.0,10.0,3.24,,,,,,,,,
2017-01-13T00:00:00,9.25,17.732,9.966953,4.513182,11.97,16.607,6.97,,5.37562,35.975,11.074977,31.060663,19.3,0.11,6.0,11.0,7.6,46.84,10.7,3.0,10.0,3.24,,,,,,,,,
2017-01-14T00:00:00,9.25,17.732,9.966953,4.513182,11.97,16.607,6.97,,5.37562,35.975,11.074977,31.060663,19.3,0.11,6.0,11.0,,46.84,10.7,3.0,7.8,3.24,,,,,,,,,
2017-01-15T00:00:00,9.25,17.732,9.966953,4.513182,11.97,16.607,6.97,,5.37562,35.975,11.074977,31.060663,19.3,0.11,6.0,11.0,11.63,46.84,10.7,3.0,7.8,3.24,,,,,,,,,
2017-01-16T00:00:00,20.236,13.326,5.796105,3.315036,6.87,10.243,6.78,,11.61719,17.262,15.009432,18.204546,27.5,1.2,26.0,12.0,,45.3,5.08,1.69,7.8,,,,,,,,,,
2017-01-17T00:00:00,20.236,13.326,5.796105,3.315036,6.87,10.243,6.78,,11.61719,17.262,15.009432,18.204546,27.5,1.2,26.0,12.0,40.8,45.3,5.08,1.69,7.8,,,,,,,,,,
2017-01-18T00:00:00,20.236,13.326,5.796105,3.315036,6.87,10.243,6.78,,11.61719,17.262,15.009432,18.204546,27.5,1.2,26.0,12.0,,45.3,5.08,1.69,9.0,,,,,,,,,,
2017-01-19T00:00:00,20.236,13.326,5.796105,3.315036,6.87,10.243,6.78,,11.61719,17.262,15.009432,18.204546,27.5,1.2,26.0,12.0,8.05,45.3,5.08,1.69,9.0,,,,,,,,,,
2017-01-20T00:00:00,20.236,13.326,5.796105,3.315036,6.87,10.243,6.78,,11.61719,17.262,15.009432,18.204546,27.5,1.2,26.0,12.0,,45.3,5.08,1.69,9.0,,,,,,,,,,
2017-01-21T00:00:00,20.236,13.326,5.796105,3.315036,6.87,10.243,6.78,,11.61719,17.262,15.009432,18.204546,27.5,1.2,26.0,12.0,5.17,45.3,5.08,1.69,9.0,,,,,,,,,,
2017-01-22T00:00:00,20.236,13.326,5.796105,3.315036,6.87,10.243,6.78,,11.61719,17.262,15.009432,18.204546,27.5,1.2,26.0,12.0,,45.3,5.08,1.69,13.0,,,,,,,,,,
2017-01-23T00:00:00,24.026,16.747,17.86491,4.920409,13.04,13.11,8.54,67.53,9.19738,15.629,11.692989,10.417369,25.3,0.17,20.0,16.0,31.52,50.03,5.94,1.74,13.0,10.13,,,,,,,,,
2017-01-24T00:00:00,24.026,16.747,17.86491,4.920409,13.04,13.11,8.54,67.53,9.19738,15.629,11.692989,10.417369,25.3,0.17,20.0,16.0,,50.03,5.94,1.74,13.0,10.13,,,,,,,,,
2017-01-25T00:00:00,24.026,16.747,17.86491,4.920409,13.04,13.11,8.54,67.53,9.19738,15.629,11.692989,10.417369,25.3,0.17,20.0,16.0,17.47,50.03,5.94,1.74,13.0,10.13,,,,,,,,,
2017-01-26T00:00:00,24.026,16.747,17.86491,4.920409,13.04,13.11,8.54,67.53,9.19738,15.629,11.692989,10.417369,25.3,0.17,20.0,16.0,,50.03,5.94,1.74,11.1,10.13,,,,,,,,,
2017-01-27T00:00:00,24.026,16.747,17.86491,4.920409,13.04,13.11,8.54,67.53,9.19738,15.629,11.692989,10.417369,,0.17,20.0,16.0,78.29,50.03,5.94,1.74,11.1,10.13,,,,,,,,,
2017-01-28T00:00:00,24.026,16.747,17.86491,4.920409,13.04,13.11,8.54,67.53,9.19738,15.629,11.692989,10.417369,25.3,0.17,20.0,16.0,,50.03,5.94,1.74,11.1,10.13,,,,,,,,,
2017-01-29T00:00:00,24.026,16.747,17.86491,4.920409,13.04,13.11,8.54,67.53,9.19738,15.629,11.692989,10.417369,25.3,0.17,20.0,16.0,17.97,50.03,5.94,1.74,11.1,10.13,,,,,,,,,
2017-01-30T00:00:00,13.493,17.084,9.652785,4.033028,2.9,13.182,5.82,58.42,6.35616,19.18,6.058028,6.817237,9.8,3.7,12.0,15.0,,50.66,4.66,1.22,,,,,,,,,,,
2017-01-31T00:00:00,13.493,17.084,9.652785,4.033028,2.9,13.182,5.82,58.42,6.35616,19.18,6.058028,6.817237,9.8,3.7,12.0,15.0,20.4,50.66,4.66,1.22,,,,,,,,,,,
2017-02-01T00:00:00,13.493,17.084,9.652785,4.033028,2.9,13.182,5.82,58.42,6.35616,19.2,6.058028,6.817237,9.8,3.7,12.0,15.0,,50.66,4.66,1.22,,,,,,,,,,,
2017-02-02T00:00:00,13.493,17.084,9.652785,4.033028,2.9,13.182,5.82,58.42,6.35616,19.2,6.058028,6.817237,9.8,3.7,12.0,15.0,33.9,50.66,4.66,1.22,,,,,,,,,,,
2017-02-03T00:00:00,13.493,17.084,9.652785,4.033028,2.9,13.182,5.82,58.42,6.35616,19.2,6.058028,6.817237,9.8,3.7,12.0,15.0,,50.66,4.66,1.22,,,,,,,,,,,
2017-02-04T00:00:00,13.493,17.084,9.652785,4.033028,2.9,13.182,5.82,58.42,6.35616,19.2,6.058028,6.817237,9.8,3.7,12.0,15.0,6.47,50.66,4.66,1.22,,,,,,,,,,,
2017-02-05T00:00:00,13.493,17.084,9.652785,4.033028,2.9,13.182,5.82,58.42,6.35616,19.2,6.058028,6.817237,9.8,3.7,12.0,15.0,,50.66,4.66,1.22,,,,,,,,,,,
2017-02-06T00:00:00,8.251,7.778,1.902401,1.204365,1.92,6.176,7.45,8.7,2.28117,10.4,7.6447,2.682282,7.2,0.3,10.0,,6.03,13.02,3.4,0.92,5.3,4.3,,,,,,,,,
2017-02-07T00:00:00,8.251,7.778,1.902401,1.204365,1.92,6.176,7.45,8.7,2.28117,10.4,7.6447,2.682282,7.2,0.3,10.0,,,13.02,3.4,0.92,5.3,4.3,,,,,,,,,
2017-02-08T00:00:00,8.251,7.778,1.902401,1.204365,1.92,6.176,7.45,8.7,2.28117,10.4,7.6447,2.682282,7.2,0.3,,,5.76,13.02,3.4,0.92,5.3,4.3,,,,,,,,,
2017-02-09T00:00:00,8.251,7.778,1.902401,1.204365,1.92,6.176,7.45,8.7,2.28117,,7.6447,2.682282,7.2,0.3,10.0,,,13.02,3.4,0.92,5.3,4.3,,,,,,,,,
2017-02-10T00:00:00,8.251,7.778,1.902401,1.204365,1.92,6.176,7.45,8.7,2.28117,10.4,7.6447,2.682282,7.2,0.3,10.0,,7.73,13.02,3.4,0.92,8.85,4.3,,,,,,,,,
2017-02-11T00:00:00,8.251,7.778,1.902401,1.204365,1.92,6.176,7.45,8.7,2.28117,10.432,7.6447,2.682282,7.2,0.3,10.0,,,13.02,3.4,0.92,8.85,4.3,,,,,,,,,
2017-02-12T00:00:00,8.251,7.778,1.902401,1.204365,1.92,6.176,7.45,8.7,2.28117,10.4,7.6447,2.682282,7.2,0.3,10.0,,5.48,13.02,3.4,0.92,8.85,4.3,,,,,,,,,
2017-02-13T00:00:00,10.701,23.073,3.934409,3.394003,6.13,11.047,5.48,36.33,9.9587,34.343,10.755784,9.789457,19.2,0.63,23.0,11.0,,29.88,4.64,1.73,8.85,,,,,,,,,,
2017-02-14T00:00:00,10.701,23.073,3.934409,3.394003,6.13,11.047,5.48,36.33,9.9587,34.3,10.755784,9.789457,19.2,0.63,23.0,11.0,22.81,29.88,4.64,1.73,15.4,,,,,,,,,,
2017-02-15T00:00:00,10.701,23.073,3.934409,3.394003,6.13,11.047,5.48,36.33,9.9587,34.3,10.755784,9.789457,19.2,0.63,23.0,11.0,,29.88,4.64,1.73,15.4,,,,,,,,,,
2017-02-16T00:00:00,10.701,23.073,3.934409,3.394003,6.13,11.047,5.48,36.33,9.9587,34.3,10.755784,9.789457,19.2,0.63,23.0,11.0,61.13,29.88,4.64,1.73,15.4,,,,,,,,,,
2017-02-17T00:00:00,10.701,23.073,3.934409,3.394003,6.13,11.047,5.48,36.33,9.9587,34.3,10.755784,9.789457,19.2,0.63,23.0,11.0,,29.88,4.64,1.73,15.4,,,,,,,,,,
2017-02-18T00:00:00,10.701,23.073,3.934409,3.394003,6.13,11.047,5.48,36.33,9.9587,34.3,10.755784,9.789457,19.2,0.63,23.0,11.0,9.24,29.88,4.64,1.73,15.4,,,,,,,,,,
2017-02-19T00:00:00,10.701,23.073,3.934409,3.394003,6.13,11.047,5.48,36.33,9.9587,34.3,10.755784,9.789457,19.2,0.63,23.0,11.0,,29.88,4.64,1.73,,,,,,,,,,,
2017-02-20T00:00:00,0.499,1.838,4.105442,0.260827,1.14,2.053,2.11,4.96,1.91801,3.603,4.499855,4.767853,3.68,0.58,6.0,2.1,5.99,4.48,1.08,0.54,,0.42,,,,,,,,,
2017-02-21T00:00:00,0.499,1.838,4.105442,0.260827,1.14,2.053,2.11,4.96,1.91801,3.6,4.499855,4.767853,3.68,0.58,6.0,2.1,,4.48,1.08,0.54,,0.42,,,,,,,,,
2017-02-22T00:00:00,0.499,1.838,4.105442,0.260827,1.14,2.053,2.11,4.96,1.91801,3.6,4.499855,4.767853,3.68,0.58,6.0,2.1,2.7,4.48,1.08,0.54,,0.42,,,,,,,,,
2017-02-23T00:00:00,0.499,1.838,4.105442,0.260827,1.14,2.053,2.11,4.96,1.91801,3.6,4.499855,4.767853,3.68,0.58,6.0,,,4.48,1.08,0.54,,0.42,,,,,,,,,
2017-02-24T00:00:00,0.499,1.838,4.105442,0.260827,1.14,2.053,2.11,4.96,1.91801,3.6,4.499855,4.767853,3.68,0.58,6.0,2.1,1.54,4.48,1.08,0.54,,0.42,,,,,,,,,
2017-02-25T00:00:00,0.499,1.838,4.105442,0.260827,1.14,2.053,2.11,4.96,1.91801,3.6,4.499855,4.767853,3.68,0.58,6.0,2.1,,4.48,1.08,0.54,,0.42,,,,,,,,,
2017-02-26T00:00:00,0.499,1.838,4.105442,0.260827,1.14,2.053,2.11,,1.91801,3.603,4.499855,4.767853,3.68,0.58,6.0,2.1,6.07,4.48,1.08,0.54,,0.42,,,,,,,,,
2017-02-27T00:00:00,1.024,2.193,4.437275,1.266277,2.31,4.481,1.82,,2.83549,2.099,5.427102,12.389327,2.75,1.9,12.0,6.5,,3.85,2.65,1.38,,,,,,,,,,,
2017-02-28T00:00:00,1.024,2.193,4.437275,1.266277,2.31,4.481,1.82,4.25,2.83549,2.099,5.427102,12.389327,2.75,1.9,12.0,6.5,3.62,3.85,2.65,1.38,,,,,,,,,,,
2017-03-01T00:00:00,1.024,2.193,4.437275,1.266277,2.31,4.481,1.82,4.25,2.83549,2.099,5.427102,12.389327,2.75,1.9,12.0,6.5,,3.85,2.65,1.38,,,,,,,,,,,
2017-03-02T00:00:00,1.024,2.193,4.437275,1.266277,2.31,4.481,1.82,4.25,2.83549,2.099,5.427102,12.389327,2.75,1.9,12.0,6.5,2.43,3.85,2.65,1.38,,,,,,,,,,,
2017-03-03T00:00:00,1.024,2.193,4.437275,1.266277,2.31,4.481,1.82,4.25,2.83549,2.099,5.427102,12.389327,2.75,1.9,12.0,6.5,,3.85,2.65,1.38,,,,,,,,,,,
2017-03-04T00:00:00,1.024,2.193,4.437275,1.266277,2.31,4.481,1.82,4.25,2.83549,2.099,5.427102,12.389327,2.75,1.9,12.0,6.5,4.45,3.85,2.65,1.38,,,,,,,,,,,
2017-03-05T00:00:00,1.024,2.193,4.437275,1.266277,2.31,4.481,1.82,4.25,2.83549,2.099,5.427102,12.389327,2.75,1.9,12.0,6.5,,3.85,2.65,1.38,,,,,,,,,,,
2017-03-06T00:00:00,1.608,4.122,2.037195,0.835522,2.25,2.632,2.44,8.84,2.02686,5.961,1.592154,2.593942,5.2,0.76,15.0,9.8,5.11,7.08,2.67,0.81,,1.8,,,,,,,,,
2017-03-07T00:00:00,1.608,4.122,2.037195,0.835522,2.25,2.632,2.44,8.84,2.02686,5.961,1.592154,2.593942,5.2,0.76,15.0,9.8,,7.08,2.67,0.81,,1.8,,,,,,,,,
2017-03-08T00:00:00,1.608,4.122,2.037195,0.835522,2.25,2.632,2.44,8.84,2.02686,5.961,1.592154,2.593942,5.2,0.76,15.0,9.8,11.15,7.08,2.67,0.81,,1.8,,,,,,,,,
2017-03-09T00:00:00,1.608,4.122,2.037195,0.835522,2.25,2.632,2.44,8.84,2.02686,5.961,1.592154,2.593942,5.2,0.76,15.0,9.8,,7.08,2.67,0.81,,1.8,,,,,,,,,
2017-03-10T00:00:00,1.608,4.122,2.037195,0.835522,2.25,2.632,2.44,8.84,2.02686,5.961,1.592154,2.593942,5.2,0.76,15.0,9.8,8.56,7.08,2.67,0.81,,1.8,,,,,,,,,
2017-03-11T00:00:00,1.608,4.122,2.037195,0.835522,2.25,2.632,2.44,8.84,2.02686,5.961,1.592154,2.593942,5.2,0.76,15.0,9.8,,7.08,2.67,0.81,,1.8,,,,,,,,,
2017-03-12T00:00:00,1.608,4.122,2.037195,0.835522,2.25,2.632,2.44,8.84,2.02686,5.961,1.592154,2.593942,5.2,0.76,15.0,9.8,2.24,7.08,2.67,0.81,,1.8,,,,,,,,,
2017-03-13T00:00:00,1.5,4.614,4.276572,0.791551,2.51,2.211,1.8,10.76,2.06832,5.391,1.140183,1.338481,5.5,0.87,8.6,6.3,,7.6,1.65,0.44,3.5,,,,,,,,,,
2017-03-14T00:00:00,1.5,4.614,4.276572,0.791551,2.51,2.211,1.8,10.76,2.06832,5.391,1.140183,1.338481,5.5,0.87,8.6,6.3,37.44,7.6,1.65,0.44,3.5,,,,,,,,,,
2017-03-15T00:00:00,1.5,4.614,4.276572,0.791551,2.51,2.211,1.8,10.76,2.06832,5.391,1.140183,1.338481,5.5,0.87,8.6,6.3,,7.6,1.65,0.44,3.5,,,,,,,,,,
2017-03-16T00:00:00,1.5,4.614,4.276572,0.791551,2.51,2.211,1.8,10.76,2.06832,5.391,1.140183,1.338481,5.5,0.87,8.6,6.3,8.19,7.6,1.65,0.44,3.5,,,,,,,,,,
2017-03-17T00:00:00,1.5,4.614,4.276572,0.791551,2.51,2.211,1.8,10.76,2.06832,5.391,1.140183,1.338481,5.5,,8.6,6.3,,7.6,1.65,0.44,5.14,,,,,,,,,,
2017-03-18T00:00:00,1.5,4.614,4.276572,0.791551,2.51,2.211,1.8,10.76,2.06832,5.391,1.140183,1.338481,5.5,0.87,8.6,6.3,1.71,7.6,1.65,0.44,5.14,,,,,,,,,,
2017-03-19T00:00:00,1.5,4.614,4.276572,0.791551,2.51,2.211,1.8,10.76,2.06832,5.391,1.140183,1.338481,5.5,0.87,8.6,6.3,,7.6,1.65,0.44,5.14,,,,,,,,,,
2017-03-20T00:00:00,1.953,2.67,4.644507,0.230604,2.32,1.79,1.44,7.72,2.86152,4.769,2.11734,2.817076,3.53,1.0,14.0,7.5,3.69,8.38,1.1,0.47,5.14,2.6,,,,,,,,,
2017-03-21T00:00:00,1.953,2.67,4.644507,0.230604,2.32,1.79,1.44,7.72,2.86152,4.769,2.11734,2.817076,3.53,1.0,14.0,7.5,,8.38,1.1,0.47,5.14,2.6,,,,,,,,,
2017-03-22T00:00:00,1.953,2.67,4.644507,0.230604,2.32,1.79,1.44,7.72,2.86152,4.769,2.11734,2.817076,3.53,1.0,14.0,7.5,5.54,8.38,1.1,0.47,3.95,2.6,,,,,,,,,
2017-03-23T00:00:00,1.953,2.67,4.644507,0.230604,2.32,1.79,1.44,7.72,2.86152,4.769,2.11734,2.817076,3.53,1.0,14.0,7.5,,8.38,,0.47,3.95,2.6,,,,,,,,,
2017-03-24T00:00:00,1.953,2.67,4.644507,0.230604,2.32,1.79,1.44,7.72,2.86152,4.769,2.11734,2.817076,3.53,1.0,14.0,7.5,21.13,8.38,1.1,0.47,3.95,2.6,,,,,,,,,
2017-03-25T00:00:00,1.953,2.67,4.644507,0.230604,2.32,1.79,1.44,7.72,2.86152,4.769,2.11734,2.817076,3.53,1.0,14.0,7.5,,8.38,1.1,0.47,3.95,2.6,,,,,,,,,
2017-03-26T00:00:00,1.953,2.67,4.644507,0.230604,2.32,1.79,1.44,7.72,2.86152,4.769,2.11734,2.817076,3.53,1.0,14.0,7.5,5.78,8.38,1.1,0.47,3.95,2.6,,,,,,,,,
2017-03-27T00:00:00,1.758,1.745,4.644507,0.379509,1.32,1.34,0.96,4.7,1.14051,3.421,0.856276,1.167317,2.07,0.38,5.3,2.8,,5.1,0.62,0.28,,,,,,,,,,,
2017-03-28T00:00:00,1.758,1.745,5.74358,0.379509,1.32,1.34,0.96,4.7,1.14051,3.421,0.856276,1.167317,2.07,0.38,5.3,2.8,7.98,5.1,0.62,0.28,,,,,,,,,,,
2017-03-29T00:00:00,1.758,1.745,5.74358,0.379509,1.32,1.34,0.96,4.7,1.14051,3.421,0.856276,1.167317,2.07,0.38,5.3,2.8,,5.1,0.62,0.28,,,,,,,,,,,
2017-03-30T00:00:00,1.758,1.745,5.74358,0.379509,1.32,1.34,0.96,4.7,1.14051,3.421,0.856276,1.167317,2.07,0.38,5.3,2.8,3.49,5.1,0.62,0.28,,,,,,,,,,,
2017-03-31T00:00:00,1.758,1.745,5.74358,0.379509,1.32,1.34,0.96,4.7,1.14051,3.421,0.856276,1.167317,2.07,0.38,5.3,2.8,,5.1,0.62,0.28,,,,,,,,,,,
2017-04-01T00:00:00,1.758,1.745,5.74358,0.379509,1.32,1.34,0.96,4.7,1.14051,3.421,0.856276,1.167317,2.07,0.38,5.3,2.8,1.56,5.1,0.62,0.28,,,,,,,,,,,
2017-04-02T00:00:00,1.758,1.745,5.74358,0.379509,1.32,1.34,0.96,4.7,1.14051,3.421,0.856276,1.167317,2.07,0.38,5.3,2.8,,5.1,0.62,0.28,,,,,,,,,,,
2017-04-03T00:00:00,0.425,0.679,1.845493,0.155934,0.65,3.933,0.51,2.12,0.88648,2.265,0.42551,0.591443,0.89,0.28,6.3,,0.54,2.71,0.48,0.16,0.538,0.62,,,,,,,,,
2017-04-04T00:00:00,0.425,0.679,1.845493,0.155934,0.65,3.933,0.51,2.12,0.88648,2.265,0.42551,0.591443,0.89,0.28,6.3,,,2.71,0.48,0.16,0.538,0.62,,,,,,,,,
2017-04-05T00:00:00,0.425,0.679,1.845493,0.155934,0.65,3.933,0.51,2.12,0.88648,,0.42551,0.591443,0.89,0.28,6.3,,1.19,2.71,0.48,0.16,0.538,0.62,,,,,,,,,
2017-04-06T00:00:00,0.425,0.679,1.845493,0.155934,0.65,3.933,0.51,2.12,0.88648,,0.42551,0.591443,0.89,0.28,6.3,,,2.71,0.48,0.16,0.538,0.62,,,,,,,,,
2017-04-07T00:00:00,0.425,0.679,1.845493,0.155934,0.65,3.933,0.51,2.12,0.88648,2.265,0.42551,0.591443,0.89,0.28,6.3,,2.45,2.71,0.48,0.16,0.538,0.62,,,,,,,,,
2017-04-08T00:00:00,0.425,0.679,1.845493,0.155934,0.65,3.933,0.51,2.12,0.88648,2.265,0.42551,0.591443,0.89,0.28,6.3,,,2.71,0.48,0.16,0.538,0.62,,,,,,,,,
2017-04-09T00:00:00,0.425,0.679,1.845493,0.155934,0.65,3.933,0.51,2.12,0.88648,2.265,0.42551,0.591443,0.89,0.28,6.3,,2.97,2.71,0.48,0.16,0.538,0.62,,,,,,,,,
2017-04-10T00:00:00,0.246,0.467,0.720642,0.203766,0.69,1.065,0.5,2.41,0.959,,0.336221,0.415035,1.66,0.22,4.0,,,3.02,0.46,0.2,,,,,,,,,,,
2017-04-11T00:00:00,0.246,0.467,0.720642,0.203766,0.69,1.065,0.5,2.41,0.959,,0.336221,0.415035,1.66,0.22,4.0,,1.3,3.02,0.46,0.2,,,,,,,,,,,
2017-04-12T00:00:00,0.246,0.467,0.720642,0.203766,0.69,1.065,0.5,2.41,0.959,,0.336221,0.415035,1.66,0.22,4.0,,,3.02,0.46,0.2,,,,,,,,,,,
2017-04-13T00:00:00,0.246,0.467,0.720642,0.203766,0.69,1.065,0.5,2.41,0.959,,0.336221,0.415035,1.66,0.22,4.0,,0.94,3.02,0.46,0.2,,,,,,,,,,,
2017-04-14T00:00:00,0.246,0.467,0.720642,0.203766,0.69,1.065,0.5,2.41,0.959,,0.336221,0.415035,1.66,,4.0,,,3.02,0.46,0.2,,,,,,,,,,,
2017-04-15T00:00:00,0.246,0.467,0.720642,0.203766,0.69,1.065,0.5,2.41,0.959,,0.336221,0.415035,1.66,0.22,4.0,,5.69,3.02,0.46,0.2,,,,,,,,,,,
2017-04-16T00:00:00,0.246,0.467,0.720642,0.203766,0.69,1.065,0.5,2.41,0.959,,0.336221,0.415035,1.66,0.22,4.0,,,3.02,0.46,0.2,,,,,,,,,,,
2017-04-17T00:00:00,0.452,0.856,1.09907,0.240355,0.96,0.819,0.89,2.45,0.77563,1.553,0.360432,0.35408,1.36,0.24,7.8,,4.06,2.71,0.54,0.22,0.548,0.6,,,,,,,,,
2017-04-18T00:00:00,0.452,0.856,1.09907,0.240355,0.96,0.819,0.89,2.45,0.77563,,0.360432,0.35408,1.36,0.24,,2.1,,2.71,0.54,0.22,0.548,0.6,,,,,,,,,
2017-04-19T00:00:00,0.452,0.856,1.09907,0.240355,0.96,0.819,0.89,2.45,0.77563,,0.360432,0.35408,1.36,0.24,7.8,2.1,0.91,2.71,0.54,0.22,0.548,0.6,,,,,,,,,
2017-04-20T00:00:00,0.452,0.856,1.09907,0.240355,0.96,0.819,0.89,2.45,0.77563,1.553,0.360432,0.35408,1.36,0.24,7.8,2.1,,2.71,0.54,0.22,0.548,0.6,,,,,,,,,
2017-04-21T00:00:00,0.452,0.856,1.09907,0.240355,0.96,0.819,0.89,2.45,0.77563,1.553,0.360432,0.35408,1.36,0.24,7.8,2.1,2.7,2.71,0.54,0.22,0.548,0.6,,,,,,,,,
2017-04-22T00:00:00,0.452,0.856,1.09907,0.240355,0.96,0.819,0.89,2.45,0.77563,1.553,0.360432,0.35408,1.36,0.24,7.8,2.1,,2.71,0.54,0.22,0.548,0.6,,,,,,,,,
2017-04-23T00:00:00,0.452,0.856,1.09907,0.240355,0.96,0.819,0.89,2.45,0.77563,1.553,0.360432,0.35408,1.36,0.24,7.8,2.1,3.35,2.71,0.54,0.22,0.548,0.6,,,,,,,,,
2017-04-24T00:00:00,0.884,0.907,0.736069,0.284117,0.76,1.226,1.29,2.36,0.77563,1.151,0.618518,0.865536,1.62,0.25,5.9,4.9,,2.87,0.59,0.29,,,,,,,,,,,
2017-04-25T00:00:00,0.884,0.907,0.736069,0.284117,0.76,1.226,1.29,2.36,0.75598,1.151,0.618518,0.865536,1.62,0.25,5.9,4.9,1.4,2.87,0.59,0.29,,,,,,,,,,,
2017-04-26T00:00:00,0.884,0.907,0.736069,0.284117,0.76,1.226,1.29,2.36,0.75598,1.151,0.618518,0.865536,1.62,0.25,5.9,4.9,,2.87,0.59,0.29,,,,,,,,,,,
2017-04-27T00:00:00,0.884,0.907,0.736069,0.284117,0.76,1.226,1.29,2.36,0.75598,1.151,0.618518,0.865536,1.62,0.25,5.9,4.9,1.45,2.87,0.59,0.29,,,,,,,,,,,
2017-04-28T00:00:00,0.884,0.907,0.736069,0.284117,0.76,1.226,1.29,2.36,0.75598,1.151,0.618518,0.865536,1.62,0.25,5.9,4.9,,2.87,0.59,0.29,,,,,,,,,,,
2017-04-29T00:00:00,0.884,0.907,0.736069,0.284117,0.76,1.226,1.29,2.36,0.75598,1.151,0.618518,0.865536,1.62,0.25,5.9,4.9,2.78,2.87,0.59,0.29,,,,,,,,,,,
2017-04-30T00:00:00,0.884,0.907,0.736069,0.284117,0.76,1.226,1.29,2.36,0.75598,1.151,0.618518,0.865536,1.62,0.25,5.9,4.9,,2.87,0.59,0.29,,,,,,,,,,,
2017-05-01T00:00:00,0.365,0.809,0.616901,0.169346,0.3,0.635065,0.86,1.42,0.32659,1.4,0.026008,0.153049,0.59,0.23,2.8,2.0,0.77,2.29,0.19,0.1,,0.4,,,,,,,,,
2017-05-02T00:00:00,0.365,0.809,0.616901,0.169346,0.3,0.635065,0.86,1.42,0.32659,1.4,0.026008,0.153049,0.59,0.23,2.8,2.0,,2.29,0.19,0.1,,0.4,,,,,,,,,
