Time,DsGlogWiStwo-Cd(PM10)-24g,DsJelGorSoko-Cd(PM10)-24g,DsLegAlRzecz-Cd(PM10)-24g,DsNowRudSreb-Cd(PM10)-24g,DsOlawZolnAK-Cd(PM10)-24g,DsOsieczow21-Cd(PM10)-24g,DsPolKasztan-Cd(PM10)-24g,DsSzczaKolej-Cd(PM10)-24g,DsWalbrzWyso-Cd(PM10)-24g,DsWrocWybCon-Cd(PM10)-24g,DsZgorBohGet-Cd(PM10)-24g,KpBrodKochan-Cd(PM10)-24g,KpBydPlPozna-Cd(PM10)-24g,KpCiechTezni-Cd(PM10)-24g,KpGrudSienki-Cd(PM10)-24g,KpInowSolank-Cd(PM10)-24g,KpKoniczynka-Cd(PM10)-24g,KpNaklSkargi-Cd(PM10)-24g,KpToruDziewu-Cd(PM10)-24g,KpWloclOkrze-Cd(PM10)-24g,KpZielBoryTu-Cd(PM10)-24g,LbLubSliwins-Cd(PM10)-24g,LbZamoHrubie-Cd(PM10)-24g,LdLodzLegion-Cd(PM10)-24g,LdLodzRudzka-Cd(PM10)-24g,LdPabiKilins-Cd(PM10)-24g,LdPioTrKraPr-Cd(PM10)-24g,LdSieraPolna-Cd(PM10)-24g,LdSkierKonop-Cd(PM10)-24g,LuGorzKosGdy-Cd(PM10)-24g,LuGorzPilsud-Cd(PM10)-24g,LuSulecDudka-Cd(PM10)-24g,LuWsKaziWiel-Cd(PM10)-24g,LuZarySzyman-Cd(PM10)-24g,LuZielKrotka-Cd(PM10)-24g,MpKrakBujaka-Cd(PM10)-24g,MpKrakBulwar-Cd(PM10)-24g,MpKrakWadow-Cd(PM10)-24g,MpNoSaczNadb-Cd(PM10)-24g,MpTarBitStud-Cd(PM10)-24g,MpTrzebOsZWM-Cd(PM10)-24g,MzGutyDuCzer-Cd(PM10)-24g,MzKonJezMos-Cd(PM10)-24g,MzOstroHalle-Cd(PM10)-24g,MzOtwoBrzozo-Cd(PM10)-24g,MzPlocKroJad-Cd(PM10)-24g,MzRad25Czerw-Cd(PM10)-24g,MzSiedKonars-Cd(PM10)-24g,MzWarAKrzywo-Cd(PM10)-24g,MzWarAlNiepo-Cd(PM10)-24g,OpGlubRatusz-Cd(PM10)-24g,OpOpoleOsAKr-Cd(PM10)-24g,PdBialWaszyn-Cd(PM10)-24g,PdSuwPulaski-Cd(PM10)-24g,PkJasloSikor-Cd(PM10)-24g,PkKrosKletow-Cd(PM10)-24g,PkPrzemGrunw-Cd(PM10)-24g,PkRymZdrPark-Cd(PM10)-24g,PkRzeszRejta-Cd(PM10)-24g,PmGdyJozBema-Cd(PM10)-24g,PmKosTargo12-Cd(PM10)-24g,SkKielJagiel-Cd(PM10)-24g,SlBielKossak-Cd(PM10)-24g,SlCzestoBacz-Cd(PM10)-24g,SlGodGliniki-Cd(PM10)-24g,SlKatoKossut-Cd(PM10)-24g,SlPszczBoged-Cd(PM10)-24g,SlRybniBorki-Cd(PM10)-24g,SlTarnoLitew-Cd(PM10)-24g,WmElbBazynsk-Cd(PM10)-24g,WmNiTraugutt-Cd(PM10)-24g,WmOlsPuszkin-Cd(PM10)-24g,WmPuszczaBor-Cd(PM10)-24g,WpKaliSawick-Cd(PM10)-24g,WpNoTomSzpit-Cd(PM10)-24g,WpOstWieWyso-Cd(PM10)-24g,WpPilaKusoci-Cd(PM10)-24g,WpPoznChwial-Cd(PM10)-24g,ZpKoszSpasow-Cd(PM10)-24g,ZpSzczAndr01-Cd(PM10)-24g,ZpSzczec1Maj-Cd(PM10)-24g,ZpWiduBulRyb-Cd(PM10)-24g,KpBydWarszaw-Cd(PM10)-24g,KpWieniZdroj-Cd(PM10)-24g,KpWloclGniaz-Cd(PM10)-24g,OpZdziePiast-Cd(PM10)-24g,PdSuwPulaskp-Cd(PM10)-24g,PkStWolWoPol-Cd(PM10)-24g,PmMalMicki15-Cd(PM10)-24g,SkKielTargow-Cd(PM10)-24g,DsJaworMOB-Cd(PM10)-24g,LuNowaSolMOB-Cd(PM10)-24g,MzMinMazKaziMOB-Cd(PM10)-24g,MzWarBajkowa-Cd(PM10)-24g,MzWarChrosci-Cd(PM10)-24g,OpNysaRodzie-Cd(PM10)-24g,SkStaraZlota-Cd(PM10)-24g,LbBiaPodOrze-Cd(PM10)-24g,LuSmolBytnic-Cd(PM10)-24g,LuSwiebodMOB-Cd(PM10)-24g,OpStrzOpWyszMOB-Cd(PM10)-24g,PkMielPogodn-Cd(PM10)-24g,PmGdaLecz08m-Cd(PM10)-24g,PmLebMalcz16-Cd(PM10)-24g,KpNaklWawrzy-Cd(PM10)-24g,LuGubinAnderMOB-Cd(PM10)-24g,LuNowaSolKos-Cd(PM10)-24g,OpBrzegPoprzMOB-Cd(PM10)-24g,PdSuwPulask2-Cd(PM10)-24g,PmChojPlEmsdMOB-Cd(PM10)-24g,PmGdaLeczk81-Cd(PM10)-24g,SlDabroTysia-Cd(PM10)-24g,WpPoznSpycha-Cd(PM10)-24g,ZpKoszChopin-Cd(PM10)-24g,ZpSzczAndrze-Cd(PM10)-24g,LbChelmPolan-Cd(PM10)-24g,LuZaganKochaMOB-Cd(PM10)-24g,OpKrap3MajaMOB-Cd(PM10)-24g,PmGdaLeczkow-Cd(PM10)-24g,LuMiedzyrMOB-Cd(PM10)-24g,OpKKozBSmial-Cd(PM10)-24g,PdBialPPiech-Cd(PM10)-24g,PdLomSikorsk-Cd(PM10)-24g,PmLebMalczew-Cd(PM10)-24g,WpPleszAlMic-Cd(PM10)-24g
2017-08-03T00:00:00,0.207,0.058,0.181,0.104,0.078,0.046,0.078,0.078,0.078,0.078,0.053,0.065,0.065,0.065,0.065,0.065,0.1604,0.065,0.065,0.065,0.072889,0.18,0.13,0.15,0.15,0.14,0.23,0.12,0.14,0.04,0.03,0.05,0.78,0.09,0.04,0.39,0.36,0.36,0.26,0.85,0.65,0.0687,0.1077,0.0865,0.1449,0.0757,0.1611,0.0979,0.1604,0.1219,0.0701,0.114,0.05,0.05,0.39,0.38,0.26,0.28,0.33,0.1,0.1,0.28,0.27,0.67,0.1,0.26,0.37,0.1,0.66,0.025,0.09,0.29,0.03,,,,,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-04T00:00:00,0.207,0.058,0.181,0.104,0.078,0.046,0.078,0.078,0.078,0.078,0.053,0.065,0.065,0.065,0.065,0.065,0.1604,0.065,0.065,0.065,0.072889,0.18,0.13,0.15,0.15,0.14,0.23,0.12,0.14,0.04,0.03,0.05,0.78,0.09,0.04,0.39,0.36,0.36,0.26,0.85,0.65,0.0687,0.1077,0.0865,0.1449,0.0757,0.1611,0.0979,0.1604,0.1219,0.0701,0.114,0.05,0.05,0.39,0.38,0.26,0.28,0.33,0.1,0.1,0.28,0.27,0.67,0.1,0.26,0.37,0.1,0.66,0.025,0.09,0.29,0.03,,,,,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-05T00:00:00,0.207,0.058,0.181,0.104,0.078,0.046,0.078,0.078,0.078,0.078,0.053,0.065,0.065,0.065,0.065,0.065,0.1604,0.065,0.065,0.065,0.072889,0.18,0.13,0.15,0.15,0.14,0.23,0.12,0.14,0.04,0.03,0.05,0.78,0.09,0.04,0.39,0.36,0.36,0.26,0.85,0.65,0.0687,0.1077,0.0865,0.1449,0.0757,0.1611,0.0979,0.1604,0.1219,0.0701,0.114,0.05,0.05,0.39,0.38,0.26,0.28,0.33,0.1,0.1,0.28,0.27,0.67,0.1,0.26,0.37,0.1,0.66,0.025,0.09,0.29,0.03,,,,,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-06T00:00:00,0.207,0.058,0.181,0.104,0.078,0.046,0.078,0.078,0.078,0.078,0.053,0.065,0.065,0.065,0.065,0.065,0.1604,0.065,0.065,0.065,0.072889,0.18,0.13,0.15,0.15,0.14,0.23,0.12,0.14,0.04,0.03,0.05,0.78,0.09,0.04,0.39,0.36,0.36,0.26,0.85,0.65,0.0687,0.1077,0.0865,0.1449,0.0757,0.1611,0.0979,0.1604,0.1219,0.0701,0.114,0.05,0.05,0.39,0.38,0.26,0.28,0.33,0.1,0.1,0.28,0.27,0.67,0.1,0.26,0.37,0.1,0.66,0.025,0.09,0.29,0.03,,,,,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-07T00:00:00,0.13,0.08,0.389,0.078,0.129,0.071,0.078,0.104,0.156,0.13,0.078,0.065,0.065,0.065,0.1545,0.065,0.065,0.201139,0.1389,0.196862,0.068264,0.11,0.06,0.14,0.19,0.15,0.23,0.14,0.21,0.06,0.04,0.07,0.21,0.15,0.06,0.3,0.68,0.37,0.34,1.84,0.7,0.0536,0.0687,0.0574,0.1192,0.1687,0.0983,0.0972,0.0907,0.0925,0.0753,0.2436,0.108105,0.05,0.33,0.25,0.23,0.15,0.16,0.1,0.1,0.26,0.1,0.38,0.1,0.48,0.1,0.1,2.65,0.025,0.1,0.025,0.04,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-08T00:00:00,0.13,0.08,0.389,0.078,0.129,0.071,0.078,0.104,0.156,0.13,0.078,0.065,0.065,0.065,0.1545,0.065,0.065,0.201139,0.1389,0.196862,0.068264,0.11,0.06,0.14,0.19,0.15,0.23,0.14,0.21,0.06,0.04,0.07,0.21,0.15,0.06,0.3,0.68,0.37,0.34,1.84,0.7,0.0536,0.0687,0.0574,0.1192,0.1687,0.0983,0.0972,0.0907,0.0925,0.0753,0.2436,0.108105,0.05,0.33,0.25,0.23,0.15,0.16,0.1,0.1,0.26,0.1,0.38,0.1,0.48,0.1,0.1,2.65,0.025,0.1,0.025,0.04,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-09T00:00:00,0.13,0.08,0.389,0.078,0.129,0.071,0.078,0.104,0.156,0.13,0.078,0.065,0.065,0.065,0.1545,0.065,0.065,0.201139,0.1389,0.196862,0.068264,0.11,0.06,0.14,0.19,0.15,0.23,0.14,0.21,0.06,0.04,0.07,0.21,0.15,0.06,0.3,0.68,0.37,0.34,1.84,0.7,0.0536,0.0687,0.0574,0.1192,0.1687,0.0983,0.0972,0.0907,0.0925,0.0753,0.2436,0.108105,0.05,0.33,0.25,0.23,0.15,0.16,0.1,0.1,0.26,0.1,0.38,0.1,0.48,0.1,0.1,2.65,0.025,0.1,0.025,0.04,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-10T00:00:00,0.13,0.08,0.389,0.078,0.129,0.071,0.078,0.104,0.156,0.13,0.078,0.065,0.065,0.065,0.1545,0.065,0.065,0.201139,0.1389,0.196862,0.068264,0.11,0.06,0.14,0.19,0.15,0.23,0.14,0.21,0.06,0.04,0.07,0.21,0.15,0.06,0.3,0.68,0.37,0.34,1.84,0.7,0.0536,0.0687,0.0574,0.1192,0.1687,0.0983,0.0972,0.0907,0.0925,0.0753,0.2436,0.108105,0.05,0.33,0.25,0.23,0.15,0.16,0.1,0.1,0.26,0.1,0.38,0.1,0.48,0.1,0.1,2.65,0.025,0.1,0.025,0.04,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-11T00:00:00,0.13,0.08,0.389,0.078,0.129,0.071,0.078,0.104,0.156,0.13,0.078,0.065,0.065,0.065,0.1545,0.065,0.065,0.201139,0.1389,0.196862,0.068264,0.11,0.06,0.14,0.19,0.15,0.23,0.14,0.21,0.06,0.04,0.07,0.21,0.15,0.06,0.3,0.68,0.37,0.34,1.84,0.7,0.0536,0.0687,0.0574,0.1192,0.1687,0.0983,0.0972,0.0907,0.0925,0.0753,0.2436,0.108105,0.05,0.33,0.25,0.23,0.15,0.16,0.1,0.1,0.26,0.1,0.38,0.1,0.48,0.1,0.1,2.65,0.025,0.1,0.025,0.04,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-12T00:00:00,0.13,0.08,0.389,0.078,0.129,0.071,0.078,0.104,0.156,0.13,0.078,0.065,0.065,0.065,0.1545,0.065,0.065,0.201139,0.1389,0.196862,,0.11,0.06,0.14,0.19,0.15,0.23,0.14,0.21,0.06,0.04,0.07,0.21,0.15,0.06,0.3,0.68,0.37,0.34,1.84,0.7,0.0536,0.0687,0.0574,0.1192,0.1687,0.0983,0.0972,0.0907,0.0925,0.0753,0.2436,0.108105,0.05,0.33,0.25,0.23,0.15,0.16,0.1,0.1,0.26,0.1,0.38,0.1,0.48,0.1,0.1,2.65,0.025,0.1,0.025,0.04,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-13T00:00:00,0.13,0.08,0.389,0.078,0.129,0.071,0.078,0.104,0.156,0.13,0.078,0.065,0.065,0.065,0.1545,0.065,0.065,0.201139,0.1389,0.196862,,0.11,0.06,0.14,0.19,0.15,0.23,0.14,0.21,0.06,0.04,0.07,0.21,0.15,0.06,0.3,,0.37,0.34,1.84,0.7,0.0536,0.0687,0.0574,0.1192,0.1687,0.0983,0.0972,0.0907,0.0925,0.0753,0.2436,0.108105,0.05,0.33,0.25,0.23,0.15,0.16,0.1,0.1,0.26,0.1,0.38,0.1,0.48,0.1,0.1,2.65,0.025,0.1,0.025,0.04,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-14T00:00:00,0.233,0.07,0.492,0.104,0.129,0.111,0.078,0.13,0.104,0.181,0.09,0.2067,0.065,0.065,0.2071,0.065,0.1465,0.155508,0.148,0.212406,,0.12,0.17,0.13,0.21,0.16,0.16,0.17,0.15,0.04,0.05,0.08,0.11,0.1,0.25,0.28,,0.21,0.36,0.26,0.46,0.0756,0.1247,0.0633,0.1522,0.1266,0.0926,0.078,0.1444,0.2607,0.1557,0.2281,0.05,0.05,0.37,0.3,0.22,0.2,0.43,0.1,0.1,0.13,0.1,0.38,0.1,0.8,0.3,0.43,0.8,0.05,0.1,0.09,0.04,,0.1,,,,0.1,0.1,0.478,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-15T00:00:00,0.233,0.07,0.492,0.104,0.129,0.111,0.078,0.13,0.104,0.181,0.09,0.2067,0.065,0.065,0.2071,0.065,0.1465,0.155508,0.148,0.212406,,0.12,0.17,0.13,0.21,0.16,0.16,0.17,0.15,0.04,0.05,0.08,0.11,0.1,0.25,0.28,,0.21,0.36,0.26,0.46,0.0756,0.1247,0.0633,0.1522,0.1266,0.0926,0.078,0.1444,0.2607,0.1557,0.2281,0.05,0.05,0.37,0.3,0.22,0.2,0.43,0.1,0.1,0.13,0.1,0.38,0.1,0.8,0.3,0.43,0.8,0.05,0.1,0.09,0.04,,0.1,,,,0.1,0.1,0.478,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-16T00:00:00,0.233,0.07,0.492,0.104,0.129,0.111,0.078,0.13,0.104,0.181,0.09,0.2067,0.065,0.065,0.2071,0.065,0.1465,0.155508,0.148,0.212406,,0.12,0.17,0.13,0.21,0.16,0.16,0.17,0.15,0.04,0.05,0.08,0.11,0.1,0.25,0.28,,0.21,0.36,0.26,,0.0756,0.1247,0.0633,0.1522,0.1266,0.0926,0.078,0.1444,0.2607,0.1557,0.2281,0.05,0.05,0.37,0.3,0.22,0.2,0.43,0.1,0.1,0.13,0.1,0.38,0.1,0.8,0.3,0.43,0.8,0.05,0.1,0.09,0.04,,0.1,,,,0.1,0.1,0.478,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-17T00:00:00,0.233,0.07,0.492,0.104,0.129,0.111,0.078,0.13,0.104,0.181,0.09,0.2067,0.065,0.065,0.2071,0.065,0.1465,0.155508,0.148,0.212406,,0.12,0.17,0.13,0.21,0.16,0.16,0.17,0.15,0.04,0.05,0.08,0.11,0.1,0.25,0.28,0.43,0.21,0.36,0.26,0.46,0.0756,0.1247,0.0633,0.1522,0.1266,0.0926,0.078,0.1444,0.2607,0.1557,0.2281,0.05,0.05,0.37,0.3,0.22,0.2,0.43,0.1,0.1,0.13,0.1,0.38,0.1,0.8,0.3,0.43,0.8,0.05,0.1,0.09,0.04,,0.1,,,,0.1,0.1,0.478,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-18T00:00:00,0.233,0.07,0.492,0.104,0.129,0.111,0.078,0.13,0.104,0.181,0.09,0.2067,0.065,0.065,0.2071,0.065,0.1465,0.155508,0.148,0.212406,,0.12,0.17,0.13,0.21,0.16,0.16,0.17,0.15,0.04,0.05,0.08,0.11,0.1,0.25,0.28,0.43,0.21,0.36,0.26,0.46,0.0756,0.1247,0.0633,0.1522,0.1266,0.0926,0.078,0.1444,0.2607,0.1557,0.2281,0.05,0.05,0.37,0.3,0.22,0.2,0.43,0.1,0.1,0.13,0.1,0.38,0.1,0.8,0.3,0.43,0.8,0.05,0.1,0.09,0.04,,0.1,,,,0.1,0.1,0.478,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-19T00:00:00,0.233,0.07,0.492,0.104,0.129,0.111,0.078,0.13,0.104,0.181,0.09,0.2067,0.065,0.065,0.2071,0.065,0.1465,0.155508,0.148,0.212406,,0.12,0.17,0.13,0.21,0.16,0.16,0.17,0.15,0.04,0.05,0.08,0.11,0.1,0.25,0.28,0.43,0.21,0.36,0.26,0.46,0.0756,0.1247,0.0633,0.1522,0.1266,0.0926,0.078,0.1444,0.2607,0.1557,0.2281,0.05,0.05,0.37,0.3,0.22,0.2,0.43,0.1,0.1,0.13,0.1,0.38,0.1,0.8,0.3,0.43,0.8,0.05,0.1,0.09,0.04,,0.1,,,,0.1,0.1,0.478,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-20T00:00:00,0.233,0.07,0.492,0.104,0.129,0.111,0.078,0.13,0.104,0.181,0.09,0.2067,0.065,0.065,0.2071,0.065,0.1465,0.155508,0.148,0.212406,,0.12,0.17,0.13,0.21,,0.16,0.17,0.15,0.04,0.05,0.08,0.11,0.1,0.25,0.28,0.43,0.21,0.36,0.26,0.46,0.0756,0.1247,0.0633,0.1522,0.1266,0.0926,0.078,0.1444,0.2607,0.1557,0.2281,0.05,0.05,0.37,0.3,0.22,0.2,0.43,0.1,0.1,0.13,0.1,0.38,0.1,0.8,0.3,0.43,0.8,0.05,0.1,0.09,0.04,,0.1,,,,0.1,0.1,0.478,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-21T00:00:00,0.337,0.08,0.466,0.259,0.181,0.081,0.13,0.13,0.104,0.337,0.14,0.1437,0.065,0.065,0.1652,0.065,0.065,0.134774,0.1368,0.429991,,0.14,0.13,0.2,0.18,0.23,0.23,0.22,0.16,0.04,0.05,0.1,0.38,0.18,0.1,0.36,0.83,0.58,0.27,0.33,0.63,0.0516,0.0852,0.0774,0.1689,0.0945,0.1607,0.1074,0.1196,0.1131,0.1635,0.2825,0.05,0.05,0.31,0.34,0.24,0.25,0.38,0.1,0.1,0.34,0.26,0.21,0.1,0.37,0.26,0.33,0.53,0.05,0.15,0.025,0.03,0.27,0.24,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-22T00:00:00,0.337,0.08,0.466,0.259,0.181,0.081,0.13,0.13,0.104,0.337,0.14,0.1437,0.065,0.065,0.1652,0.065,0.065,0.134774,0.1368,0.429991,,0.14,0.13,0.2,0.18,0.23,0.23,0.22,0.16,0.04,0.05,0.1,0.38,0.18,0.1,0.36,0.83,0.58,0.27,0.33,0.63,0.0516,0.0852,0.0774,0.1689,0.0945,0.1607,0.1074,0.1196,0.1131,0.1635,0.2825,0.05,0.05,0.31,0.34,0.24,0.25,0.38,0.1,0.1,0.34,0.26,0.21,0.1,0.37,0.26,0.33,0.53,0.05,0.15,0.025,0.03,0.27,0.24,0.06,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-23T00:00:00,0.337,0.08,0.466,0.259,0.181,0.081,0.13,0.13,0.104,0.337,0.14,0.1437,0.065,0.065,0.1652,0.065,0.065,0.134774,0.1368,0.429991,,0.14,0.13,0.2,0.18,0.23,0.23,0.22,0.16,0.04,0.05,0.1,0.38,0.18,0.1,0.36,0.83,0.58,0.27,0.33,0.63,0.0516,0.0852,0.0774,0.1689,0.0945,0.1607,0.1074,0.1196,0.1131,0.1635,0.2825,0.05,0.05,0.31,0.34,0.24,0.25,0.38,0.1,0.1,0.34,0.26,0.21,0.1,0.37,0.26,0.33,0.53,0.05,0.15,0.025,0.03,0.27,0.24,0.06,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-24T00:00:00,0.337,0.08,0.466,0.259,0.181,0.081,0.13,0.13,0.104,0.337,0.14,0.1437,0.065,0.065,0.1652,0.065,0.065,0.134774,0.1368,0.429991,,0.14,0.13,0.2,0.18,0.23,0.23,0.22,0.16,0.04,0.05,0.1,0.38,0.18,0.1,0.36,0.83,0.58,0.27,0.33,0.63,0.0516,0.0852,0.0774,0.1689,0.0945,0.1607,0.1074,0.1196,0.1131,0.1635,0.2825,0.05,0.05,0.31,0.34,0.24,0.25,0.38,0.1,0.1,0.34,0.26,0.21,0.1,0.37,0.26,0.33,0.53,0.05,0.15,0.025,0.03,0.27,0.24,0.06,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-25T00:00:00,0.337,0.08,0.466,0.259,0.181,0.081,0.13,0.13,0.104,0.337,0.14,0.1437,0.065,0.065,0.1652,0.065,0.065,0.134774,0.1368,0.429991,,0.14,0.13,0.2,0.18,0.23,0.23,0.22,0.16,0.04,0.05,0.1,0.38,0.18,0.1,0.36,0.83,0.58,0.27,0.33,0.63,0.0516,0.0852,0.0774,0.1689,0.0945,0.1607,0.1074,0.1196,0.1131,0.1635,0.2825,0.05,0.05,0.31,0.34,0.24,0.25,0.38,0.1,0.1,0.34,0.26,0.21,0.1,0.37,0.26,0.33,0.53,0.05,0.15,0.025,0.03,0.27,0.24,0.06,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-26T00:00:00,0.337,0.08,0.466,0.259,0.181,0.081,0.13,0.13,0.104,0.337,0.14,0.1437,0.065,0.065,0.1652,0.065,0.065,0.134774,0.1368,0.429991,,0.14,0.13,0.2,0.18,0.23,0.23,0.22,0.16,0.04,0.05,0.1,0.38,0.18,0.1,0.36,0.83,0.58,0.27,0.33,0.63,0.0516,0.0852,0.0774,0.1689,0.0945,0.1607,0.1074,0.1196,0.1131,0.1635,0.2825,0.05,0.05,0.31,0.34,0.24,0.25,0.38,0.1,0.1,0.34,0.26,0.21,0.1,0.37,0.26,0.33,0.53,0.05,0.15,0.025,0.03,0.27,0.24,0.06,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-27T00:00:00,0.337,0.08,0.466,0.259,0.181,0.081,0.13,0.13,0.104,0.337,0.14,0.1437,0.065,0.065,0.1652,0.065,0.065,0.134774,0.1368,0.429991,,0.14,0.13,0.2,0.18,0.23,0.23,0.22,0.16,0.04,0.05,0.1,0.38,0.18,0.1,0.36,0.83,0.58,0.27,0.33,0.63,0.0516,0.0852,0.0774,0.1689,0.0945,0.1607,0.1074,0.1196,0.1131,0.1635,0.2825,0.05,0.05,0.31,0.34,0.24,0.25,0.38,0.1,0.1,0.34,0.26,0.21,0.1,0.37,0.26,0.33,0.53,0.05,0.15,0.025,0.03,0.27,0.24,0.06,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28T00:00:00,0.156,0.074,0.156,0.13,0.129,0.072,0.285,0.104,0.104,0.207,0.102,0.3599,0.186606,0.134776,0.2839,0.139954,0.065,0.145141,0.1898,0.512879,,0.13,0.39,0.19,0.21,0.24,0.26,0.23,0.23,0.07,0.08,0.06,0.13,0.07,0.12,0.47,0.52,0.39,0.32,0.33,1.14,0.0524,0.1251,0.0657,0.1594,0.1125,0.245,0.094,0.1605,0.1701,0.122,0.1607,0.05,0.05,0.39,0.4,0.31,0.24,0.34,0.1,0.1,0.23,0.35,0.52,0.1,0.57,0.46,,0.26,0.12,0.09,0.06,0.04,0.32,,,,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-29T00:00:00,0.156,0.074,0.156,0.13,0.129,0.072,0.285,0.104,0.104,0.207,0.102,0.3599,0.186606,0.134776,0.2839,0.139954,0.065,0.145141,0.1898,0.512879,,0.13,0.39,0.19,0.21,0.24,0.26,0.23,0.23,0.07,0.08,0.06,0.13,0.07,0.12,0.47,0.52,0.39,0.32,0.33,1.14,0.0524,0.1251,0.0657,0.1594,0.1125,0.245,0.094,0.1605,0.1701,0.122,0.1607,0.05,0.05,0.39,0.4,0.31,0.24,0.34,0.1,0.1,0.23,0.35,0.52,0.1,0.57,0.46,,0.26,0.12,0.09,0.06,0.04,0.32,,,,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-30T00:00:00,0.156,0.074,0.156,0.13,0.129,0.072,0.285,0.104,0.104,0.207,0.102,0.3599,0.186606,0.134776,0.2839,0.139954,0.065,0.145141,0.1898,0.512879,0.117203,0.13,0.39,0.19,0.21,0.24,0.26,0.23,0.23,0.07,0.08,0.06,0.13,0.07,0.12,0.47,0.52,0.39,0.32,0.33,1.14,0.0524,0.1251,0.0657,0.1594,0.1125,0.245,0.094,0.1605,0.1701,0.122,0.1607,0.05,0.05,0.39,0.4,0.31,0.24,0.34,0.1,0.1,0.23,0.35,0.52,0.1,0.57,0.46,,0.26,0.12,0.09,0.06,0.04,0.32,,,,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-31T00:00:00,0.156,0.074,0.156,0.13,0.129,0.072,0.285,0.104,0.104,0.207,0.102,0.3599,0.186606,0.134776,0.2839,0.139954,0.065,0.145141,0.1898,0.512879,0.117203,0.13,0.39,0.19,0.21,0.24,0.26,0.23,0.23,0.07,0.08,0.06,0.13,0.07,0.12,0.47,0.52,0.39,0.32,0.33,1.14,0.0524,0.1251,0.0657,0.1594,0.1125,0.245,0.094,0.1605,0.1701,0.122,0.1607,0.05,0.05,0.39,0.4,0.31,0.24,0.34,0.1,0.1,0.23,0.35,0.52,0.1,0.57,0.46,,0.26,0.12,0.09,0.06,0.04,0.32,,,,,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
