Time,DsOsieczow21-BbF(PM10)-24g,DsWrocWybCon-BbF(PM10)-24g,KpCiechTezni-BbF(PM10)-24g,KpZielBoryTu-BbF(PM10)-24g,LbLubSliwins-BbF(PM10)-24g,LdLodzLegion-BbF(PM10)-24g,LuZielKrotka-BbF(PM10)-24g,MpKrakBujaka-BbF(PM10)-24g,MzWarAKrzywo-BbF(PM10)-24g,OpOpoleOsAKr-BbF(PM10)-24g,PdBialWaszyn-BbF(PM10)-24g,PdSuwPulaski-BbF(PM10)-24g,PkJasloSikor-BbF(PM10)-24g,PmGdaLecz08m-BbF(PM10)-24g,PmKosTargo12-BbF(PM10)-24g,PmWejhPlWejh-BbF(PM10)-24g,SkKielJagiel-BbF(PM10)-24g,SlKatoKossut-BbF(PM10)-24g,WmOlsPuszkin-BbF(PM10)-24g,WmPuszczaBor-BbF(PM10)-24g,WpPilaKusoci-BbF(PM10)-24g,ZpSzczAndr01-BbF(PM10)-24g,PdSuwPulaskp-BbF(PM10)-24g,SkKielTargow-BbF(PM10)-24g,PkRzeszRejta-BbF(PM10)-24g,KpNaklWawrzy-BbF(PM10)-24g,PmGdaLeczk81-BbF(PM10)-24g,ZpSzczAndrze-BbF(PM10)-24g,PmGdaLeczkow-BbF(PM10)-24g,PdBialPPiech-BbF(PM10)-24g,WpPoznSzyman-BbF(PM10)-24g
2017-11-07T00:00:00,1.592,1.973,3.04758,0.614433,0.94,2.746234,1.87,2.59,1.15611,3.732,1.59417,2.156593,2.62,2.1,5.1,4.0,2.0,4.18,1.1,,3.56,,,,,,,,,,
2017-11-08T00:00:00,1.592,1.973,3.04758,0.614433,0.94,2.746234,1.87,2.59,1.15611,3.732,1.59417,2.156593,2.62,2.1,5.1,4.0,1.41,4.18,1.1,0.67,3.56,,,,,,,,,,
2017-11-09T00:00:00,1.592,1.973,3.04758,0.614433,0.94,2.746234,1.87,2.59,1.15611,3.732,1.59417,2.156593,2.62,2.1,5.1,4.0,,4.18,1.1,0.67,3.56,,,,,,,,,,
2017-11-10T00:00:00,1.592,1.973,3.04758,0.614433,0.94,2.746234,1.87,2.59,1.15611,3.732,1.59417,2.156593,2.62,2.1,5.1,4.0,4.59,4.18,1.1,0.67,3.56,,,,,,,,,,
2017-11-11T00:00:00,1.592,1.973,3.04758,0.614433,0.94,2.746234,1.87,2.59,1.15611,3.732,1.59417,2.156593,2.62,2.1,5.1,4.0,,4.18,1.1,0.67,3.56,,,,,,,,,,
2017-11-12T00:00:00,1.592,1.973,3.04758,0.614433,0.94,2.746234,1.87,2.59,1.15611,3.732,1.59417,2.156593,2.62,2.1,5.1,4.0,3.49,4.18,1.1,0.67,3.56,,,,,,,,,,
2017-11-13T00:00:00,3.027,3.515,4.38476,0.777938,1.27,4.106442,2.42,6.66,2.81008,10.108,2.221756,2.51045,12.4,2.0,6.9,2.7,,9.45,2.03,2.0,,1.41,,,,,,,,,
2017-11-14T00:00:00,3.027,3.515,4.38476,0.777938,1.27,4.106442,2.42,6.66,2.81008,10.108,2.221756,2.51045,12.4,2.0,6.9,2.7,4.0,9.45,2.03,2.0,,1.41,,,,,,,,,
2017-11-15T00:00:00,3.027,3.515,4.38476,0.777938,1.27,4.106442,2.42,6.66,2.81008,10.108,2.221756,2.51045,12.4,2.0,6.9,2.7,,9.45,2.03,2.0,,1.41,,,,,,,,,
2017-11-16T00:00:00,3.027,3.515,4.38476,0.777938,1.27,4.106442,2.42,6.66,2.81008,10.108,2.221756,2.51045,12.4,2.0,6.9,2.7,12.48,9.45,2.03,2.0,,1.41,,,,,,,,,
2017-11-17T00:00:00,3.027,3.515,4.38476,0.777938,1.27,4.106442,2.42,6.66,2.81008,10.108,2.221756,2.51045,12.4,2.0,6.9,2.7,,9.45,2.03,2.0,,1.41,,,,,,,,,
2017-11-18T00:00:00,3.027,3.515,4.38476,0.777938,1.27,4.106442,2.42,6.66,2.81008,10.108,2.221756,2.51045,12.4,2.0,6.9,2.7,4.89,9.45,2.03,2.0,,1.41,,,,,,,,,
2017-11-19T00:00:00,3.027,3.515,4.38476,0.777938,1.27,4.106442,2.42,6.66,2.81008,10.108,2.221756,2.51045,12.4,2.0,6.9,2.7,,9.45,2.03,2.0,,1.41,,,,,,,,,
2017-11-20T00:00:00,1.655,5.167,4.213811,1.032022,1.04,3.973169,2.44,5.58,2.5301,4.251,2.517566,3.016397,2.37,4.1,9.8,7.9,2.22,8.04,3.55,2.23,5.56,,,,,,,,,,
2017-11-21T00:00:00,1.655,5.167,4.213811,1.032022,1.04,3.973169,2.44,5.58,2.5301,4.251,2.517566,3.016397,2.37,4.1,9.8,7.9,,8.04,3.55,2.23,5.56,,,,,,,,,,
2017-11-22T00:00:00,1.655,5.167,4.213811,1.032022,1.04,3.973169,2.44,5.58,2.5301,4.251,2.517566,3.016397,2.37,4.1,9.8,7.9,5.81,8.04,3.55,2.23,5.56,,,,,,,,,,
2017-11-23T00:00:00,1.655,5.167,4.213811,1.032022,1.04,3.973169,2.44,5.58,2.5301,4.251,2.517566,3.016397,2.37,4.1,9.8,7.9,,8.04,3.55,2.23,5.56,,,,,,,,,,
2017-11-24T00:00:00,1.655,5.167,4.213811,1.032022,1.04,3.973169,2.44,5.58,2.5301,4.251,2.517566,3.016397,2.37,4.1,9.8,7.9,10.87,8.04,3.55,2.23,5.56,,,,,,,,,,
2017-11-25T00:00:00,1.655,5.167,4.213811,1.032022,1.04,3.973169,2.44,5.58,2.5301,4.251,2.517566,3.016397,2.37,4.1,9.8,7.9,,8.04,3.55,2.23,5.56,,,,,,,,,,
2017-11-26T00:00:00,1.655,5.167,4.213811,1.032022,1.04,3.973169,2.44,5.58,2.5301,4.251,2.517566,3.016397,2.37,4.1,9.8,7.9,4.32,8.04,3.55,2.23,5.56,,,,,,,,,,
2017-11-27T00:00:00,5.976,5.06,6.002519,1.14356,1.12,5.273844,4.6,7.63,4.74409,6.842,3.774504,3.634155,7.1,3.7,9.7,8.2,,19.98,2.12,2.53,,4.32,,,,,,,,,
2017-11-28T00:00:00,5.976,5.06,6.002519,1.14356,1.12,5.273844,4.6,7.63,4.74409,6.842,3.774504,3.634155,7.1,3.7,9.7,8.2,6.82,19.98,2.12,2.53,,4.32,,,,,,,,,
2017-11-29T00:00:00,5.976,5.06,6.002519,1.14356,1.12,5.273844,4.6,7.63,4.74409,6.842,3.774504,3.634155,7.1,3.7,9.7,8.2,,19.98,2.12,2.53,,4.32,,,,,,,,,
2017-11-30T00:00:00,5.976,5.06,6.002519,1.14356,1.12,5.273844,4.6,7.63,4.74409,6.842,3.774504,3.634155,7.1,3.7,9.7,,4.3,19.98,2.12,2.53,,4.32,,,,,,,,,
2017-12-01T00:00:00,5.976,5.06,6.002519,1.14356,1.12,5.273844,4.6,7.63,4.74409,6.842,3.774504,3.634155,7.1,3.7,9.7,8.2,,19.98,2.12,,,4.32,,,,,,,,,
2017-12-02T00:00:00,5.976,5.06,6.002519,1.14356,1.12,5.273844,4.6,7.63,4.74409,6.842,3.774504,3.634155,7.1,3.7,9.7,8.2,12.76,19.98,2.12,2.53,,4.32,,,,,,,,,
2017-12-03T00:00:00,5.976,5.06,6.002519,1.14356,1.12,5.273844,4.6,7.63,4.74409,6.842,3.774504,3.634155,7.1,3.7,9.7,8.2,,19.98,,2.53,,4.32,,,,,,,,,
2017-12-04T00:00:00,0.518,2.204,2.415409,0.615236,0.79,2.779558,1.8,2.71,1.47758,2.333,3.227473,3.643479,3.5,1.6,6.4,8.8,7.98,7.26,,1.34,2.33,,,,,,,,,,
2017-12-05T00:00:00,0.518,2.204,2.415409,0.615236,0.79,2.779558,1.8,2.71,1.47758,2.333,3.227473,3.643479,3.5,1.6,6.4,8.8,,7.26,0.98,1.34,2.33,,,,,,,,,,
2017-12-06T00:00:00,0.518,2.204,2.415409,0.615236,0.79,2.779558,1.8,2.71,1.47758,2.333,3.227473,3.643479,3.5,1.6,6.4,8.8,1.36,7.26,0.98,1.34,2.33,,,,,,,,,,
2017-12-07T00:00:00,0.518,2.204,2.415409,0.615236,0.79,2.779558,1.8,2.71,1.47758,2.333,3.227473,3.643479,3.5,1.6,6.4,8.8,,7.26,0.98,1.34,2.33,,,,,,,,,,
2017-12-08T00:00:00,0.518,2.204,2.415409,0.615236,0.79,2.779558,1.8,2.71,1.47758,2.333,3.227473,3.643479,3.5,1.6,6.4,8.8,8.87,7.26,0.98,1.34,2.33,,,,,,,,,,
2017-12-09T00:00:00,0.518,2.204,2.415409,0.615236,0.79,2.779558,1.8,2.71,1.47758,2.333,3.227473,3.643479,3.5,1.6,6.4,8.8,,7.26,0.98,1.34,2.33,,,,,,,,,,
2017-12-10T00:00:00,0.518,2.204,2.415409,0.615236,0.79,2.779558,1.8,2.71,1.47758,2.333,3.227473,3.643479,3.5,1.6,6.4,,3.55,7.26,,1.34,2.33,,,,,,,,,,
2017-12-11T00:00:00,2.135,4.659,4.441887,1.289882,1.41,3.735584,2.79,4.33,2.83689,4.251,2.532476,3.818776,5.7,3.5,8.7,7.1,,13.15,,2.26,,2.51,,,,,,,,,
2017-12-12T00:00:00,2.135,4.659,4.441887,1.289882,1.41,3.735584,2.79,4.33,2.83689,4.251,2.532476,3.818776,5.7,3.5,8.7,7.1,3.14,13.15,3.15,2.26,,2.51,,,,,,,,,
2017-12-13T00:00:00,2.135,4.659,4.441887,1.289882,1.41,3.735584,2.79,4.33,2.83689,4.251,2.532476,3.818776,5.7,3.5,8.7,7.1,,13.15,3.15,2.26,,2.51,,,,,,,,,
2017-12-14T00:00:00,2.135,4.659,4.441887,1.289882,1.41,3.735584,2.79,4.33,2.83689,4.251,2.532476,3.818776,5.7,3.5,8.7,7.1,4.62,13.15,3.15,2.26,,2.51,,,,,,,,,
2017-12-15T00:00:00,2.135,4.659,4.441887,1.289882,1.41,3.735584,2.79,4.33,2.83689,4.251,2.532476,3.818776,5.7,3.5,8.7,7.1,,13.15,3.15,2.26,,2.51,,,,,,,,,
2017-12-16T00:00:00,2.135,4.659,4.441887,1.289882,1.41,3.735584,2.79,4.33,2.83689,4.251,2.532476,3.818776,5.7,3.5,8.7,7.1,6.46,13.15,3.15,2.26,,2.51,,,,,,,,,
2017-12-17T00:00:00,2.135,4.659,4.441887,1.289882,1.41,3.735584,2.79,4.33,2.83689,4.251,2.532476,3.818776,5.7,3.5,8.7,7.1,,13.15,3.15,2.26,,2.51,,,,,,,,,
2017-12-18T00:00:00,3.923,5.626,2.596824,0.91453,0.85,2.765143,4.44,6.23,2.15134,4.095,2.358623,2.0962,5.9,4.9,5.7,6.8,26.03,10.08,1.38,1.12,,,,,,,,,,,
2017-12-19T00:00:00,3.923,5.626,2.596824,0.91453,0.85,2.765143,4.44,6.23,2.15134,4.095,2.358623,2.0962,5.9,4.9,5.7,6.8,,10.08,1.38,1.12,,,,,,,,,,,
2017-12-20T00:00:00,3.923,5.626,2.596824,0.91453,0.85,2.765143,4.44,6.23,2.15134,4.095,2.358623,2.0962,5.9,4.9,5.7,6.8,14.77,10.08,1.38,1.12,,,,,,,,,,,
2017-12-21T00:00:00,3.923,5.626,2.596824,0.91453,0.85,2.765143,4.44,6.23,2.15134,4.095,2.358623,2.0962,5.9,4.9,5.7,6.8,,10.08,,1.12,,,,,,,,,,,
2017-12-22T00:00:00,3.923,5.626,2.596824,0.91453,0.85,2.765143,4.44,6.23,2.15134,4.095,2.358623,2.0962,5.9,4.9,5.7,6.8,5.73,10.08,1.38,1.12,,,,,,,,,,,
2017-12-23T00:00:00,3.923,,2.596824,0.91453,0.85,2.765143,4.44,6.23,2.15134,4.095,2.358623,2.0962,5.9,4.9,5.7,6.8,,10.08,1.38,1.12,,,,,,,,,,,
2017-12-24T00:00:00,3.923,,2.596824,0.91453,0.85,2.765143,4.44,6.23,2.15134,4.095,2.358623,2.0962,5.9,4.9,5.7,6.8,1.81,10.08,1.38,1.12,,,,,,,,,,,
2017-12-25T00:00:00,2.848,,3.918418,1.517435,0.95,2.899481,4.72,6.27,2.57092,3.11,2.606477,3.517742,2.6,3.4,7.6,8.1,,7.41,2.22,2.1,,2.6,,,,,,,,,
2017-12-26T00:00:00,2.848,,3.918418,1.517435,0.95,2.899481,4.72,6.27,2.57092,3.11,2.606477,3.517742,2.6,3.4,7.6,8.1,12.23,7.41,2.22,2.1,,2.6,,,,,,,,,
2017-12-27T00:00:00,2.848,,3.918418,1.517435,0.95,2.899481,4.72,6.27,2.57092,3.11,2.606477,3.517742,2.6,3.4,7.6,8.1,,7.41,2.22,2.1,,2.6,,,,,,,,,
2017-12-28T00:00:00,2.848,4.837,3.918418,1.517435,0.95,2.899481,4.72,6.27,2.57092,3.11,2.606477,3.517742,2.6,3.4,7.6,8.1,4.31,7.41,2.22,2.1,,2.6,,,,,,,,,
2017-12-29T00:00:00,2.848,4.837,3.918418,1.517435,0.95,2.899481,4.72,6.27,2.57092,3.11,2.606477,3.517742,2.6,3.4,7.6,8.1,,7.41,2.22,2.1,,2.6,,,,,,,,,
2017-12-30T00:00:00,2.848,4.837,3.918418,1.517435,0.95,2.899481,4.72,6.27,2.57092,3.11,2.606477,3.517742,2.6,3.4,7.6,8.1,18.56,7.41,2.22,2.1,,2.6,,,,,,,,,
2017-12-31T00:00:00,2.848,4.837,3.918418,1.517435,0.95,2.899481,4.72,6.27,2.57092,3.11,2.606477,3.517742,2.6,3.4,7.6,8.1,,7.41,2.22,2.1,,2.6,,,,,,,,,
2018-01-01T00:00:00,1.456,3.309,6.054172,2.483145,1.59,4.06,2.59,2.33,2.97068,3.898,2.758461,,2.94,3.3,10.0,4.9,,8.2,2.4,2.52,,,,,,,,,,,
2018-01-02T00:00:00,1.456,3.309,6.054172,2.483145,1.59,4.06,2.59,2.33,2.97068,3.898,2.758461,,2.94,3.3,10.0,4.9,,8.2,2.4,2.52,,,,,,,,,,,
2018-01-03T00:00:00,1.456,3.309,6.054172,2.483145,1.59,4.06,2.59,2.33,2.97068,3.898,2.758461,,2.94,3.3,10.0,4.9,,8.2,2.4,2.52,,,,,,,,,,,
2018-01-04T00:00:00,1.456,3.309,6.054172,2.483145,1.59,4.06,2.59,2.33,2.97068,3.898,2.758461,,2.94,3.3,10.0,4.9,,8.2,2.4,2.52,,,,,,,,,,,
2018-01-05T00:00:00,1.456,3.309,6.054172,2.483145,1.59,4.06,2.59,2.33,2.97068,3.898,2.758461,,2.94,3.3,10.0,4.9,,8.2,2.4,2.52,,,,,,,,,,,
2018-01-06T00:00:00,1.456,3.309,6.054172,2.483145,1.59,4.06,2.59,2.33,2.97068,3.898,2.758461,,2.94,3.3,10.0,4.9,,8.2,2.4,2.52,,,,,,,,,,,
2018-01-07T00:00:00,1.456,3.309,6.054172,2.483145,1.59,4.06,2.59,2.33,2.97068,3.898,2.758461,,2.94,3.3,10.0,,,8.2,2.4,2.52,,,,,,,,,,,
2018-01-08T00:00:00,6.434,8.736,5.525827,2.726216,3.48,3.93,7.5,2.09,2.35341,7.775,3.076258,,3.22,4.5,6.8,7.4,,10.13,2.8,1.55,9.74,7.97,,,,,,,,,
2018-01-09T00:00:00,6.434,8.736,5.525827,2.726216,3.48,3.93,7.5,2.09,2.35341,7.775,3.076258,,3.22,4.5,6.8,7.4,,10.13,2.8,1.55,9.74,7.97,,,,,,,,,
2018-01-10T00:00:00,6.434,8.736,5.525827,2.726216,3.48,3.93,7.5,2.09,2.35341,7.775,3.076258,,3.22,4.5,6.8,7.4,,10.13,2.8,1.55,9.74,7.97,,,,,,,,,
2018-01-11T00:00:00,6.434,8.736,5.525827,2.726216,3.48,3.93,7.5,2.09,2.35341,7.775,3.076258,,3.22,4.5,6.8,7.4,,10.13,2.8,1.55,9.74,7.97,,,,,,,,,
2018-01-12T00:00:00,6.434,8.736,5.525827,2.726216,3.48,3.93,7.5,2.09,2.35341,7.775,3.076258,,3.22,4.5,6.8,7.4,,10.13,2.8,1.55,9.74,7.97,,,,,,,,,
2018-01-13T00:00:00,6.434,8.736,5.525827,2.726216,3.48,3.93,7.5,2.09,2.35341,7.775,3.076258,,3.22,4.5,6.8,7.4,,10.13,2.8,1.55,14.7,7.97,,,,,,,,,
2018-01-14T00:00:00,6.434,8.736,5.525827,2.726216,3.48,3.93,7.5,2.09,2.35341,7.775,3.076258,,3.22,4.5,6.8,7.4,,10.13,2.8,1.55,14.7,7.97,,,,,,,,,
2018-01-15T00:00:00,2.663,6.884,5.30777,3.117659,1.81,4.72,4.26,0.9,2.81999,5.702,2.674728,,,3.9,5.9,9.2,,9.82,2.3,1.71,14.7,,,,,,,,,,
2018-01-16T00:00:00,2.663,6.884,5.30777,3.117659,1.81,4.72,4.26,0.9,2.81999,5.702,2.674728,,,3.9,5.9,9.2,,9.82,2.3,1.71,14.7,,,,,,,,,,
2018-01-17T00:00:00,2.663,6.884,5.30777,3.117659,1.81,4.72,4.26,0.9,2.81999,5.702,2.674728,,5.3,3.9,5.9,9.2,,9.82,2.3,1.71,14.7,,,,,,,,,,
2018-01-18T00:00:00,2.663,6.884,5.30777,3.117659,1.81,4.72,4.26,0.9,2.81999,5.702,2.674728,,5.3,3.9,5.9,9.2,,9.82,2.3,1.71,7.8,,,,,,,,,,
2018-01-19T00:00:00,2.663,6.884,5.30777,3.117659,1.81,4.72,4.26,0.9,2.81999,5.702,2.674728,,5.3,3.9,5.9,9.2,,9.82,2.3,1.71,7.8,,,,,,,,,,
2018-01-20T00:00:00,2.663,6.884,5.30777,3.117659,1.81,4.72,4.26,0.9,2.81999,5.702,2.674728,,5.3,3.9,5.9,9.2,,9.82,2.3,1.71,7.8,,,,,,,,,,
2018-01-21T00:00:00,2.663,6.884,5.30777,3.117659,1.81,4.72,4.26,0.9,2.81999,5.702,2.674728,,5.3,3.9,5.9,9.2,,9.82,2.3,1.71,7.8,,,,,,,,,,
2018-01-22T00:00:00,2.573,4.081,9.52685,5.80351,2.32,1.73,5.68,9.78,5.10634,9.227,3.600612,,7.3,5.0,17.0,7.2,,14.52,4.0,4.3,7.8,4.05,,,,,,,,,
2018-01-23T00:00:00,2.573,4.081,9.52685,5.80351,2.32,1.73,5.68,9.78,5.10634,9.227,3.600612,,7.3,5.0,17.0,7.2,,14.52,4.0,4.3,7.8,4.05,,,,,,,,,
2018-01-24T00:00:00,2.573,4.081,9.52685,5.80351,2.32,1.73,5.68,9.78,5.10634,9.227,3.600612,,7.3,5.0,17.0,7.2,,14.52,4.0,4.3,,4.05,,,,,,,,,
2018-01-25T00:00:00,2.573,4.081,9.52685,5.80351,2.32,1.73,5.68,9.78,5.10634,9.227,3.600612,,7.3,5.0,17.0,7.2,,14.52,4.0,4.3,17.7,4.05,,,,,,,,,
2018-01-26T00:00:00,2.573,4.081,9.52685,5.80351,2.32,1.73,5.68,9.78,5.10634,9.227,3.600612,,7.3,5.0,17.0,7.2,,14.52,4.0,4.3,17.7,4.05,,,,,,,,,
2018-01-27T00:00:00,2.573,4.081,9.52685,5.80351,2.32,1.73,5.68,9.78,5.10634,9.227,3.600612,,7.3,5.0,17.0,7.2,,14.52,4.0,4.3,17.7,4.05,,,,,,,,,
2018-01-28T00:00:00,2.573,4.081,9.52685,5.80351,2.32,1.73,5.68,9.78,5.10634,9.227,3.600612,,7.3,5.0,17.0,7.2,,14.52,4.0,4.3,17.7,4.05,,,,,,,,,
2018-01-29T00:00:00,1.21,3.082,4.89284,2.055937,1.01,3.34839,3.0,3.94,2.1515,4.562,2.094912,,3.34,2.2,7.7,3.7,,12.06,1.9,1.31,,,,,,,,,,,
2018-01-30T00:00:00,1.21,3.082,4.89284,2.055937,1.01,3.34839,3.0,3.94,2.1515,4.562,2.094912,,3.34,2.2,7.7,3.7,,12.06,1.9,1.31,,,,,,,,,,,
2018-01-31T00:00:00,1.21,3.082,4.89284,2.055937,1.01,3.34839,3.0,3.94,2.1515,4.562,2.094912,,3.34,2.2,7.7,3.7,,12.06,1.9,1.31,,,,,,,,,,,
2018-02-01T00:00:00,1.21,3.082,4.89284,2.055937,1.01,3.34839,3.0,3.94,2.1515,4.562,2.094912,,3.34,2.2,7.7,3.7,,12.06,1.9,1.31,,,,,,,,,,,
2018-02-02T00:00:00,1.21,3.082,4.89284,2.055937,1.01,3.34839,3.0,3.94,2.1515,4.562,2.094912,,3.34,2.2,7.7,3.7,,12.06,1.9,1.31,,,,,,,,,,,
2018-02-03T00:00:00,1.21,3.082,4.89284,2.055937,1.01,3.34839,3.0,3.94,2.1515,4.562,2.094912,,3.34,2.2,7.7,3.7,,12.06,1.9,1.31,,,,,,,,,,,
2018-02-04T00:00:00,1.21,3.082,4.89284,2.055937,1.01,3.34839,3.0,3.94,2.1515,4.562,2.094912,,3.34,2.2,7.7,3.7,,12.06,1.9,1.31,,,,,,,,,,,
2018-02-05T00:00:00,7.252,16.473,8.697004,3.909479,1.89,7.672519,11.39,4.94,2.06833,13.478,2.197618,,7.8,7.5,18.0,12.0,,15.25,2.7,1.45,,9.48,,,,,,,,,
2018-02-06T00:00:00,7.252,16.473,8.697004,3.909479,1.89,7.672519,11.39,4.94,2.06833,13.478,2.197618,,,7.5,18.0,12.0,,15.25,2.7,1.45,,9.48,,,,,,,,,
2018-02-07T00:00:00,7.252,16.473,8.697004,3.909479,1.89,7.672519,11.39,4.94,2.06833,13.478,2.197618,,7.8,7.5,18.0,12.0,,15.25,2.7,1.45,,9.48,,,,,,,,,
2018-02-08T00:00:00,7.252,16.473,8.697004,3.909479,1.89,7.672519,11.39,4.94,2.06833,13.478,2.197618,,7.8,7.5,18.0,12.0,,15.25,2.7,1.45,,9.48,,,,,,,,,
2018-02-09T00:00:00,7.252,16.473,8.697004,3.909479,1.89,7.672519,11.39,4.94,2.06833,13.478,2.197618,,7.8,7.5,18.0,12.0,,15.25,2.7,1.45,,9.48,,,,,,,,,
2018-02-10T00:00:00,7.252,16.473,8.697004,3.909479,1.89,7.672519,11.39,4.94,2.06833,13.478,2.197618,,7.8,7.5,18.0,12.0,,15.25,2.7,1.45,,9.48,,,,,,,,,
2018-02-11T00:00:00,7.252,16.473,8.697004,3.909479,1.89,7.672519,11.39,4.94,2.06833,13.478,2.197618,,7.8,7.5,18.0,12.0,,15.25,2.7,1.45,,9.48,,,,,,,,,
2018-02-12T00:00:00,3.476,7.881,6.86742,1.742278,2.69,7.085455,4.36,8.67,3.9397,8.553,3.566251,,13.4,1.2,11.0,7.1,,10.91,3.2,2.41,13.6,,,,,,,,,,
2018-02-13T00:00:00,3.476,7.881,6.86742,1.742278,2.69,7.085455,4.36,8.67,3.9397,8.553,3.566251,,13.4,1.2,11.0,7.1,,10.91,3.2,2.41,13.6,,,,,,,,,,
2018-02-14T00:00:00,3.476,7.881,6.86742,1.742278,2.69,7.085455,4.36,8.67,3.9397,8.553,3.566251,,,1.2,11.0,7.1,,10.91,3.2,2.41,13.6,,,,,,,,,,
2018-02-15T00:00:00,3.476,7.881,6.86742,1.742278,2.69,7.085455,4.36,8.67,3.9397,8.553,3.566251,,,1.2,11.0,7.1,,10.91,3.2,2.41,13.6,,,,,,,,,,
2018-02-16T00:00:00,3.476,7.881,6.86742,1.742278,2.69,7.085455,4.36,8.67,3.9397,8.553,3.566251,,,1.2,11.0,7.1,,10.91,3.2,2.41,13.6,,,,,,,,,,
2018-02-17T00:00:00,3.476,7.881,6.86742,1.742278,2.69,7.085455,4.36,8.67,3.9397,8.553,3.566251,,13.4,1.2,11.0,7.1,,10.91,3.2,2.41,13.8,,,,,,,,,,
2018-02-18T00:00:00,3.476,7.881,6.86742,1.742278,2.69,7.085455,4.36,8.67,3.9397,8.553,3.566251,,13.4,1.2,11.0,7.1,,10.91,3.2,2.41,13.8,,,,,,,,,,
2018-02-19T00:00:00,5.287,6.269,6.126257,1.507957,2.06,6.785766,3.91,3.21,2.51414,6.22,4.544423,,,3.1,19.0,13.0,,9.09,2.4,1.3,13.8,8.59,,,,,,,,,
2018-02-20T00:00:00,5.287,6.269,6.126257,1.507957,2.06,6.785766,3.91,3.21,2.51414,6.22,4.544423,,,3.1,19.0,13.0,,9.09,2.4,1.3,13.8,8.59,,,,,,,,,
2018-02-21T00:00:00,5.287,6.269,6.126257,1.507957,2.06,6.785766,3.91,3.21,2.51414,6.22,4.544423,,,3.1,19.0,13.0,,9.09,2.4,1.3,13.8,8.59,,,,,,,,,
2018-02-22T00:00:00,5.287,6.269,6.126257,1.507957,2.06,6.785766,3.91,3.21,2.51414,6.22,4.544423,,,3.1,19.0,13.0,,9.09,2.4,1.3,14.7,8.59,,,,,,,,,
2018-02-23T00:00:00,5.287,6.269,6.126257,1.507957,2.06,6.785766,3.91,3.21,2.51414,6.22,4.544423,,,3.1,19.0,13.0,,9.09,2.4,1.3,14.7,8.59,,,,,,,,,
2018-02-24T00:00:00,5.287,6.269,6.126257,1.507957,2.06,6.785766,3.91,3.21,2.51414,6.22,4.544423,,,3.1,19.0,13.0,,9.09,2.4,1.3,14.7,8.59,,,,,,,,,
2018-02-25T00:00:00,5.287,6.269,6.126257,1.507957,2.06,6.785766,3.91,3.21,2.51414,6.22,4.544423,,,3.1,19.0,13.0,,9.09,2.4,1.3,14.7,8.59,,,,,,,,,
2018-02-26T00:00:00,7.262,6.136,9.920326,1.990857,6.64,10.414675,6.34,7.48,3.72724,9.071,5.102175,,,2.9,18.0,11.0,,16.81,2.6,1.38,,,,,,,,,,,
2018-02-27T00:00:00,7.262,6.136,9.920326,1.990857,6.64,10.414675,6.34,7.48,3.72724,9.071,5.102175,,,2.9,18.0,11.0,,16.81,2.6,1.38,,,,,,,,,,,
2018-02-28T00:00:00,7.262,6.136,9.920326,1.990857,6.64,10.414675,6.34,7.48,3.72724,9.071,5.102175,,15.8,2.9,18.0,11.0,,16.81,2.6,1.38,,,,,,,,,,,
2018-03-01T00:00:00,7.262,6.136,9.920326,1.990857,6.64,10.414675,6.34,7.48,3.72724,,5.102175,,15.8,2.9,18.0,11.0,,16.81,2.6,1.38,,,,,,,,,,,
2018-03-02T00:00:00,7.262,6.136,9.920326,1.990857,6.64,10.414675,6.34,7.48,3.72724,9.071,5.102175,,15.8,2.9,18.0,11.0,,16.81,2.6,1.38,,,,,,,,,,,
2018-03-03T00:00:00,7.262,6.136,9.920326,1.990857,6.64,10.414675,6.34,7.48,3.72724,9.071,5.102175,,15.8,2.9,18.0,11.0,,16.81,2.6,1.38,,,,,,,,,,,
2018-03-04T00:00:00,7.262,6.136,9.920326,1.990857,6.64,10.414675,6.34,7.48,3.72724,9.071,5.102175,,15.8,2.9,18.0,11.0,,16.81,2.6,1.38,,,,,,,,,,,
2018-03-05T00:00:00,5.945,9.474,6.758448,4.11274,1.1,9.245455,6.56,9.47,3.60308,10.367,5.174953,,4.38,8.6,12.0,14.0,,14.98,3.3,1.37,10.4,8.97,,,,,,,,,
2018-03-06T00:00:00,5.945,9.474,6.758448,4.11274,1.1,9.245455,6.56,9.47,3.60308,10.367,5.174953,,4.38,8.6,12.0,14.0,,14.98,3.3,1.37,10.4,8.97,,,,,,,,,
2018-03-07T00:00:00,5.945,9.474,6.758448,4.11274,1.1,9.245455,6.56,9.47,3.60308,10.367,5.174953,,4.38,8.6,,14.0,,14.98,3.3,1.37,10.4,8.97,,,,,,,,,
2018-03-08T00:00:00,5.945,9.474,6.758448,4.11274,1.1,9.245455,6.56,9.47,3.60308,10.367,5.174953,,4.38,8.6,,14.0,,14.98,3.3,1.37,10.4,8.97,,,,,,,,,
2018-03-09T00:00:00,5.945,9.474,6.758448,4.11274,1.1,9.245455,6.56,9.47,3.60308,10.367,5.174953,,4.38,8.6,12.0,14.0,,14.98,3.3,1.37,10.4,8.97,,,,,,,,,
2018-03-10T00:00:00,5.945,9.474,6.758448,4.11274,1.1,9.245455,6.56,9.47,3.60308,10.367,5.174953,,4.38,8.6,12.0,14.0,,14.98,3.3,1.37,10.4,8.97,,,,,,,,,
