Time,LbBiaPodOrze-C6H6-24g,MpKrakBujaka-C6H6-24g,MpTarRoSitko-C6H6-24g,PdBialWaszyn-C6H6-24g,PmLebMalcz16-C6H6-24g,PmLinieKos17-C6H6-24g,PmMalMicki15-C6H6-24g
2019-03-08T00:00:00,,,,,1.6,,1.1
2019-03-09T00:00:00,,,,,1.6,,1.3
2019-03-10T00:00:00,,,,,3.5,,2.1
2019-03-11T00:00:00,,,,,3.0,,2.4
2019-03-12T00:00:00,,,,,3.1,,1.8
2019-03-13T00:00:00,,,,,2.5,,1.5
2019-03-14T00:00:00,,,,,3.5,,1.4
2019-03-15T00:00:00,,,,,2.6,,2.0
2019-03-16T00:00:00,,,,,2.9,,1.4
2019-03-17T00:00:00,,,,,2.6,,1.5
2019-03-18T00:00:00,,,,,3.2,,2.4
2019-03-19T00:00:00,,,,,4.1,,2.3
2019-03-20T00:00:00,,,,,3.4,,2.1
2019-03-21T00:00:00,,,,,2.4,,3.5
2019-03-22T00:00:00,,,,,2.9,,2.5
2019-03-23T00:00:00,,,,,2.5,,2.5
2019-03-24T00:00:00,,,,,4.0,,2.9
2019-03-25T00:00:00,,,,,2.8,,2.6
2019-03-26T00:00:00,,,,,4.7,,0.25
2019-03-27T00:00:00,,,,,4.0,,1.9
2019-03-28T00:00:00,,,,,2.6,,2.4
2019-03-29T00:00:00,,,,,2.3,,1.3
2019-03-30T00:00:00,,,,,4.5,,1.6
2019-03-31T00:00:00,,,,,2.9,,1.5
2019-04-01T00:00:00,,,,,2.4,,2.4
2019-04-02T00:00:00,,,,,2.3,,1.3
2019-04-03T00:00:00,,,,,2.5,,1.6
2019-04-04T00:00:00,,,,,2.2,,2.2
2019-04-05T00:00:00,,,,,2.9,,2.1
2019-04-06T00:00:00,,,,,3.1,,2.4
2019-04-07T00:00:00,,,,,3.3,,3.3
2019-04-08T00:00:00,,,,,1.9,,2.1
2019-04-09T00:00:00,,,,,3.3,,2.1
2019-04-10T00:00:00,,,,,2.4,,1.3
2019-04-11T00:00:00,,,,,1.9,,1.6
2019-04-12T00:00:00,,,,,2.9,,1.2
2019-04-13T00:00:00,,,,,4.0,,1.8
2019-04-14T00:00:00,,,,,2.4,,1.8
2019-04-15T00:00:00,,,,,3.0,,1.8
2019-04-16T00:00:00,,,,,2.1,,1.6
2019-04-17T00:00:00,,,,,3.2,,2.1
2019-04-18T00:00:00,,,,,2.8,,1.8
2019-04-19T00:00:00,,,,,3.3,,1.7
2019-04-20T00:00:00,,,,,4.0,1.0,1.6
2019-04-21T00:00:00,,,,,1.9,0.9,1.4
2019-04-22T00:00:00,,,,,1.3,0.7,1.2
2019-04-23T00:00:00,,,,,1.0,0.8,1.1
2019-04-24T00:00:00,,,,,1.6,0.8,1.0
2019-04-25T00:00:00,,,,,1.7,1.0,1.4
2019-04-26T00:00:00,,,,,1.6,1.0,1.3
2019-04-27T00:00:00,,,,,1.2,1.0,0.9
2019-04-28T00:00:00,,,,,1.0,0.8,1.0
2019-04-29T00:00:00,,,,,1.2,0.8,1.0
2019-04-30T00:00:00,,,,,1.4,0.7,1.2
2019-05-01T00:00:00,,,,,1.2,0.8,0.8
2019-05-02T00:00:00,,,,,1.2,0.8,0.7
2019-05-03T00:00:00,,,,,2.4,0.5,1.0
2019-05-04T00:00:00,,,,,2.0,0.7,0.9
2019-05-05T00:00:00,,,,,1.9,0.8,1.5
2019-05-06T00:00:00,,,,,2.1,0.8,1.7
2019-05-07T00:00:00,,,,,2.6,0.8,1.4
2019-05-08T00:00:00,,,,,2.0,0.9,1.0
2019-05-09T00:00:00,,,,,2.0,0.9,1.5
2019-05-10T00:00:00,,,,,1.5,0.8,1.4
2019-05-11T00:00:00,,,,,1.1,0.9,1.3
2019-05-12T00:00:00,,,,,1.2,0.8,1.2
2019-05-13T00:00:00,,,,,0.6,0.7,1.0
2019-05-14T00:00:00,,,,,0.6,0.25,1.0
2019-05-15T00:00:00,,,,,0.6,,1.0
2019-05-16T00:00:00,,,,,0.6,0.25,1.3
2019-05-17T00:00:00,,,,,1.7,0.6,1.5
2019-05-18T00:00:00,,,,,1.7,0.7,1.5
2019-05-19T00:00:00,,,,,1.6,0.7,1.0
2019-05-20T00:00:00,,,,,0.7,0.6,0.8
2019-05-21T00:00:00,,,,,0.7,0.7,0.9
2019-05-22T00:00:00,,,,,0.6,0.5,0.9
2019-05-23T00:00:00,,,,,0.6,0.6,0.7
2019-05-24T00:00:00,,,,,0.8,0.5,0.8
2019-05-25T00:00:00,,,,,0.6,0.5,0.6
2019-05-26T00:00:00,,,,,0.8,0.25,0.5
2019-05-27T00:00:00,,,,,1.0,0.25,0.7
2019-05-28T00:00:00,,,,,1.0,0.25,0.8
2019-05-29T00:00:00,,,,,1.0,0.7,0.8
2019-05-30T00:00:00,,,,,0.8,0.5,0.6
2019-05-31T00:00:00,,,,,1.1,0.5,0.9
2019-06-01T00:00:00,,,,,0.8,0.7,0.7
2019-06-02T00:00:00,,,,,0.25,0.25,0.5
2019-06-03T00:00:00,,,,,0.5,0.25,0.5
2019-06-04T00:00:00,,,,,,0.6,0.7
2019-06-05T00:00:00,,,,,,0.25,0.6
2019-06-06T00:00:00,,,,,,0.25,0.5
2019-06-07T00:00:00,,,,,,0.5,0.7
2019-06-08T00:00:00,,,,,,0.5,0.6
2019-06-09T00:00:00,,,,,,0.25,0.5
2019-06-10T00:00:00,,,,,,0.25,0.5
2019-06-11T00:00:00,,,,,1.5,0.7,0.7
2019-06-12T00:00:00,,,,,0.7,0.5,0.7
2019-06-13T00:00:00,,,,,0.7,0.5,0.7
2019-06-14T00:00:00,,,,,0.9,0.25,0.7
2019-06-15T00:00:00,,,,,0.25,0.25,0.5
2019-06-16T00:00:00,,,,,0.6,0.25,0.5
2019-06-17T00:00:00,,,,,0.6,0.5,0.9
2019-06-18T00:00:00,,,,,0.7,0.5,0.7
2019-06-19T00:00:00,,,,,0.6,0.25,
2019-06-20T00:00:00,,,,,0.6,0.5,
2019-06-21T00:00:00,,,,,0.5,0.7,
2019-06-22T00:00:00,,,,,0.6,0.5,
2019-06-23T00:00:00,,,,,0.7,0.8,
2019-06-24T00:00:00,,,,,,0.5,
2019-06-25T00:00:00,,,,,,0.25,
2019-06-26T00:00:00,,,,,,0.25,
2019-06-27T00:00:00,,,,,,0.25,
2019-06-28T00:00:00,,,,,,0.25,
2019-06-29T00:00:00,,,,,,0.25,
2019-06-30T00:00:00,,,,,,0.25,
2019-07-01T00:00:00,,,,,,0.8,
2019-07-02T00:00:00,,,,,,0.25,
2019-07-03T00:00:00,,,,,,0.25,0.5
2019-07-04T00:00:00,,,,,,0.25,0.25
2019-07-05T00:00:00,,,,,,0.5,0.5
2019-07-06T00:00:00,,,,,,0.7,0.5
2019-07-07T00:00:00,,,,,,0.5,0.25
2019-07-08T00:00:00,,,,,0.8,0.25,0.6
2019-07-09T00:00:00,,,,,0.7,0.25,0.7
2019-07-10T00:00:00,,,,,0.8,0.25,0.7
2019-07-11T00:00:00,,,,,0.8,0.9,0.8
2019-07-12T00:00:00,,,,,1.0,0.5,0.8
2019-07-13T00:00:00,,,,,0.9,0.25,0.8
2019-07-14T00:00:00,,,,,0.9,0.25,0.6
2019-07-15T00:00:00,,,,,0.5,0.25,0.6
2019-07-16T00:00:00,,,,,0.5,0.25,0.7
2019-07-17T00:00:00,,,,,0.9,0.25,0.7
2019-07-18T00:00:00,,,,,1.0,0.25,0.8
2019-07-19T00:00:00,,,,,0.8,0.5,0.7
2019-07-20T00:00:00,,,,,0.8,0.25,0.7
2019-07-21T00:00:00,,,,,0.7,0.25,0.6
2019-07-22T00:00:00,,,,,0.6,0.25,0.5
2019-07-23T00:00:00,,,,,0.9,0.25,0.7
2019-07-24T00:00:00,,,,,0.7,0.25,1.0
2019-07-25T00:00:00,,,,,0.8,0.25,0.9
2019-07-26T00:00:00,,,,,1.2,0.5,0.8
2019-07-27T00:00:00,,,,,0.8,0.5,0.8
2019-07-28T00:00:00,,,,,0.9,0.5,0.9
2019-07-29T00:00:00,,,,,0.8,0.9,0.8
2019-07-30T00:00:00,,,,,0.6,0.25,0.8
2019-07-31T00:00:00,,,,,1.3,0.25,0.7
2019-08-01T00:00:00,,,,,1.2,0.6,0.8
2019-08-02T00:00:00,,,,,0.7,0.5,0.9
2019-08-03T00:00:00,,,,,0.8,0.5,0.8
2019-08-04T00:00:00,,,,,0.9,0.5,0.7
2019-08-05T00:00:00,,,,,0.6,0.6,1.0
2019-08-06T00:00:00,,,,,0.8,0.5,0.9
2019-08-07T00:00:00,,,,,0.8,0.5,0.7
2019-08-08T00:00:00,,,,,0.6,0.25,0.7
2019-08-09T00:00:00,,,,,1.0,0.6,0.7
2019-08-10T00:00:00,,,,,0.9,0.7,0.9
2019-08-11T00:00:00,,,,,0.8,0.5,0.6
2019-08-12T00:00:00,,,,,0.9,0.5,1.0
2019-08-13T00:00:00,,,,,0.8,0.6,0.6
2019-08-14T00:00:00,,,,,0.7,0.5,0.7
2019-08-15T00:00:00,,,,,0.7,0.5,0.6
2019-08-16T00:00:00,,,,,0.8,0.7,1.1
2019-08-17T00:00:00,,,,,0.8,0.8,0.7
2019-08-18T00:00:00,,,,,0.6,0.6,0.6
2019-08-19T00:00:00,,,,,0.8,0.6,0.6
2019-08-20T00:00:00,,,,,1.1,0.6,0.8
2019-08-21T00:00:00,,,,,1.3,0.7,0.9
2019-08-22T00:00:00,,,,,0.9,0.7,0.8
2019-08-23T00:00:00,,,,,1.6,0.8,1.0
2019-08-24T00:00:00,,,,,1.0,0.7,0.8
2019-08-25T00:00:00,,,,,0.9,0.5,0.7
2019-08-26T00:00:00,,,,,0.8,0.6,
2019-08-27T00:00:00,,,,,0.7,0.6,
2019-08-28T00:00:00,,,,,1.0,0.5,0.9
2019-08-29T00:00:00,,,,,1.1,0.6,0.9
2019-08-30T00:00:00,,,,,0.9,0.5,0.9
2019-08-31T00:00:00,,,,,0.7,0.25,0.7
2019-09-01T00:00:00,,,,,0.7,0.5,0.7
2019-09-02T00:00:00,,,,,0.7,0.5,0.9
2019-09-03T00:00:00,,,,,0.7,0.5,0.8
2019-09-04T00:00:00,,,,,0.7,0.5,0.8
2019-09-05T00:00:00,,,,,0.7,0.5,0.7
2019-09-06T00:00:00,,,,,1.7,0.8,1.0
2019-09-07T00:00:00,,,,,1.1,0.8,1.2
2019-09-08T00:00:00,,,,,1.1,0.8,1.1
2019-09-09T00:00:00,,,,,1.5,0.9,1.5
2019-09-10T00:00:00,,,,,0.9,1.0,0.8
2019-09-11T00:00:00,,,,,1.0,0.9,0.8
2019-09-12T00:00:00,,,,,1.3,0.9,0.7
2019-09-13T00:00:00,,,,,0.6,0.6,0.7
2019-09-14T00:00:00,,,,,1.0,0.6,0.6
2019-09-15T00:00:00,,,,,0.8,0.5,0.5
2019-09-16T00:00:00,,,,,1.1,0.5,0.5
2019-09-17T00:00:00,,,,,1.1,0.5,0.6
2019-09-18T00:00:00,,,,,2.3,0.5,0.8
2019-09-19T00:00:00,,,,,2.7,0.9,1.1
2019-09-20T00:00:00,,,,,3.1,0.8,1.0
2019-09-21T00:00:00,,,,,1.5,0.8,0.9
2019-09-22T00:00:00,,,,,0.8,0.6,0.9
2019-09-23T00:00:00,,,,,2.0,0.7,1.4
2019-09-24T00:00:00,,,,,1.8,1.4,1.2
2019-09-25T00:00:00,,,,,3.1,1.7,1.9
2019-09-26T00:00:00,,,,,4.2,1.8,2.8
2019-09-27T00:00:00,,,,,2.6,0.7,1.8
2019-09-28T00:00:00,,,,,1.6,1.0,1.2
2019-09-29T00:00:00,,,,,1.1,0.7,0.8
2019-09-30T00:00:00,,,,,0.7,0.7,0.8
2019-10-01T00:00:00,,,,,3.2,0.8,1.0
2019-10-02T00:00:00,,,,,3.6,0.9,1.7
2019-10-03T00:00:00,,,,,2.7,1.0,1.5
2019-10-04T00:00:00,,,,,3.7,0.8,2.5
2019-10-05T00:00:00,,,,,3.1,0.9,2.0
2019-10-06T00:00:00,,,,,4.7,1.1,1.7
2019-10-07T00:00:00,,,,,4.3,0.8,2.2
2019-10-08T00:00:00,,,,,4.4,1.9,1.9
2019-10-09T00:00:00,,,,,3.7,1.5,1.2
2019-10-10T00:00:00,,,,,2.7,0.8,1.1
2019-10-11T00:00:00,,,,,1.8,1.4,0.9
2019-10-12T00:00:00,,,,,2.8,0.7,1.3
2019-10-13T00:00:00,,,,,2.1,1.0,1.4
2019-10-14T00:00:00,,,,,0.3,0.8,1.7
2019-10-15T00:00:00,,,,,3.2,1.6,1.3
2019-10-16T00:00:00,,,,,3.5,1.0,1.3
2019-10-17T00:00:00,,,,,3.4,1.2,1.6
2019-10-18T00:00:00,,,,,3.4,1.8,2.4
2019-10-19T00:00:00,,,,,2.7,1.6,2.7
2019-10-20T00:00:00,,,,,3.2,2.3,4.2
2019-10-21T00:00:00,,,,,4.9,2.6,5.7
2019-10-22T00:00:00,,,,,4.4,1.4,2.8
2019-10-23T00:00:00,,,,,4.2,1.3,3.0
2019-10-24T00:00:00,,,,,4.5,2.0,2.8
2019-10-25T00:00:00,,,,,4.1,1.3,2.6
2019-10-26T00:00:00,,,,,3.7,1.2,1.6
2019-10-27T00:00:00,,,,,1.6,0.8,1.1
2019-10-28T00:00:00,,,,,4.8,1.5,2.1
2019-10-29T00:00:00,,,,,8.3,1.7,2.6
2019-10-30T00:00:00,,,,,7.0,3.7,3.8
2019-10-31T00:00:00,,,,,4.2,1.5,2.2
2019-11-01T00:00:00,,,,,5.9,2.4,2.5
2019-11-02T00:00:00,,,,,4.2,2.6,2.5
2019-11-03T00:00:00,,,,,6.4,2.7,4.1
2019-11-04T00:00:00,,,,,7.3,2.2,3.7
2019-11-05T00:00:00,,,,,,1.3,2.2
2019-11-06T00:00:00,,,,,,1.3,2.3
2019-11-07T00:00:00,,,,,,2.4,3.5
2019-11-08T00:00:00,,,,,,3.0,3.0
2019-11-09T00:00:00,,,,,,2.3,2.6
2019-11-10T00:00:00,,,,,,1.4,0.9
2019-11-11T00:00:00,,,,,,2.3,2.0
2019-11-12T00:00:00,,,,,5.6,3.2,3.8
2019-11-13T00:00:00,,,,,4.0,1.9,3.6
2019-11-14T00:00:00,,,,,2.9,1.5,2.2
2019-11-15T00:00:00,,,,,3.4,2.0,2.7
2019-11-16T00:00:00,,,,,6.4,2.2,2.3
2019-11-17T00:00:00,,,,,4.7,2.0,3.0
2019-11-18T00:00:00,,,,,0.9,3.1,2.3
2019-11-19T00:00:00,,,,,5.4,2.8,2.5
2019-11-20T00:00:00,,,,,5.4,2.1,2.9
2019-11-21T00:00:00,,,,,6.9,1.7,2.0
2019-11-22T00:00:00,,,,,2.9,3.1,2.2
2019-11-23T00:00:00,,,,,4.0,2.3,2.7
2019-11-24T00:00:00,,,,,3.6,2.5,2.5
2019-11-25T00:00:00,,,,,6.9,2.6,2.8
2019-11-26T00:00:00,,,,,8.2,3.9,3.3
2019-11-27T00:00:00,,,,,7.1,0.4,4.4
2019-11-28T00:00:00,,,,,4.5,2.4,1.9
2019-11-29T00:00:00,,,,,3.4,1.0,1.3
2019-11-30T00:00:00,,,,,7.6,4.2,2.0
2019-12-01T00:00:00,,,,,4.1,,1.6
2019-12-02T00:00:00,,,,,7.7,,2.8
2019-12-03T00:00:00,,,,,5.1,,
2019-12-04T00:00:00,,,,,3.5,,
2019-12-05T00:00:00,,,,,5.4,,
2019-12-06T00:00:00,,,,,3.6,,
2019-12-07T00:00:00,,,,,2.3,,
2019-12-08T00:00:00,,,,,2.2,,
2019-12-09T00:00:00,,,,,3.1,,
2019-12-10T00:00:00,,,,,5.9,,
2019-12-11T00:00:00,,,,,5.2,2.5,2.6
2019-12-12T00:00:00,,,,,7.1,5.3,3.9
2019-12-13T00:00:00,,,,,7.6,3.2,3.5
2019-12-14T00:00:00,,,,,4.3,2.6,2.2
2019-12-15T00:00:00,,,,,2.3,1.6,1.4
2019-12-16T00:00:00,,,,,4.2,4.3,3.3
2019-12-17T00:00:00,,,,,5.3,5.3,4.4
2019-12-18T00:00:00,,,,,3.5,1.7,1.4
2019-12-19T00:00:00,,,,,5.3,3.1,5.6
2019-12-20T00:00:00,,,,,5.7,1.1,3.3
2019-12-21T00:00:00,,,,,6.3,2.8,4.3
2019-12-22T00:00:00,,,,,11.1,1.9,3.0
2019-12-23T00:00:00,,,,,5.4,1.7,2.9
2019-12-24T00:00:00,,,,,6.5,2.5,2.3
2019-12-25T00:00:00,,,,,7.8,3.3,4.3
2019-12-26T00:00:00,,,,,4.3,1.5,2.7
2019-12-27T00:00:00,,,,,3.3,1.2,2.4
2019-12-28T00:00:00,,,,,4.7,1.6,3.0
2019-12-29T00:00:00,,,,,3.5,2.4,2.4
2019-12-30T00:00:00,,,,,3.1,1.3,2.4
2019-12-31T00:00:00,,,,,2.4,0.9,1.9
